NAME,SEASON,LAT,LON,WMO_WIND,ISO_TIME,STORM_LABEL
DEBBIE,2017,-21.4,147.0,,2017-03-28 21:00:00,Debbie (2017)
DEBBIE,2017,-21.6,146.9,30.0,2017-03-29 00:00:00,Debbie (2017)
DEBBIE,2017,-21.8,146.8,,2017-03-29 03:00:00,Debbie (2017)
DEBBIE,2017,-22.1,146.9,25.0,2017-03-29 06:00:00,Debbie (2017)
DEBBIE,2017,-22.5,147.1,,2017-03-29 09:00:00,Debbie (2017)
DEBBIE,2017,-22.9,147.4,20.0,2017-03-29 12:00:00,Debbie (2017)
DEBBIE,2017,-23.5,147.7,,2017-03-29 15:00:00,Debbie (2017)
DEBBIE,2017,-24.0,148.0,20.0,2017-03-29 18:00:00,Debbie (2017)
DEBBIE,2017,-24.3,148.2,,2017-03-29 21:00:00,Debbie (2017)
DEBBIE,2017,-24.7,148.8,20.0,2017-03-30 00:00:00,Debbie (2017)
DEBBIE,2017,-25.2,150.8,,2017-03-30 03:00:00,Debbie (2017)
DEBBIE,2017,-25.9,152.7,25.0,2017-03-30 06:00:00,Debbie (2017)
DEBBIE,2017,-26.9,153.1,,2017-03-30 09:00:00,Debbie (2017)
DEBBIE,2017,-27.8,153.1,35.0,2017-03-30 12:00:00,Debbie (2017)
DEBBIE,2017,-28.0,153.5,,2017-03-30 15:00:00,Debbie (2017)
DEBBIE,2017,-27.9,154.2,35.0,2017-03-30 18:00:00,Debbie (2017)
DEBBIE,2017,-27.9,155.2,,2017-03-30 21:00:00,Debbie (2017)
DEBBIE,2017,-28.0,156.1,30.0,2017-03-31 00:00:00,Debbie (2017)
ITA,2014,-11.0,158.0,30.0,2014-04-04 00:00:00,Ita (2014)
ITA,2014,-11.2,157.5,,2014-04-04 03:00:00,Ita (2014)
ITA,2014,-11.3,157.0,30.0,2014-04-04 06:00:00,Ita (2014)
ITA,2014,-11.4,156.8,,2014-04-04 09:00:00,Ita (2014)
ITA,2014,-11.5,156.7,30.0,2014-04-04 12:00:00,Ita (2014)
ITA,2014,-11.5,156.5,,2014-04-04 15:00:00,Ita (2014)
ITA,2014,-11.6,156.5,30.0,2014-04-04 18:00:00,Ita (2014)
ITA,2014,-11.7,156.4,,2014-04-04 21:00:00,Ita (2014)
ITA,2014,-11.8,156.3,35.0,2014-04-05 00:00:00,Ita (2014)
ITA,2014,-11.8,156.1,,2014-04-05 03:00:00,Ita (2014)
ITA,2014,-11.9,156.0,35.0,2014-04-05 06:00:00,Ita (2014)
ITA,2014,-11.9,155.8,,2014-04-05 09:00:00,Ita (2014)
ITA,2014,-12.0,155.6,35.0,2014-04-05 12:00:00,Ita (2014)
ITA,2014,-12.1,155.3,,2014-04-05 15:00:00,Ita (2014)
ITA,2014,-12.2,155.0,35.0,2014-04-05 18:00:00,Ita (2014)
ITA,2014,-12.2,154.5,,2014-04-05 21:00:00,Ita (2014)
ITA,2014,-12.2,154.2,35.0,2014-04-06 00:00:00,Ita (2014)
ITA,2014,-12.1,154.1,,2014-04-06 03:00:00,Ita (2014)
ITA,2014,-12.2,154.1,30.0,2014-04-06 06:00:00,Ita (2014)
ITA,2014,-12.2,154.0,,2014-04-06 09:00:00,Ita (2014)
ITA,2014,-12.2,153.9,30.0,2014-04-06 12:00:00,Ita (2014)
ITA,2014,-12.3,153.7,,2014-04-06 15:00:00,Ita (2014)
ITA,2014,-12.3,153.7,35.0,2014-04-06 18:00:00,Ita (2014)
ITA,2014,-12.3,153.6,,2014-04-06 21:00:00,Ita (2014)
ITA,2014,-12.2,153.5,40.0,2014-04-07 00:00:00,Ita (2014)
ITA,2014,-12.0,153.5,,2014-04-07 03:00:00,Ita (2014)
ITA,2014,-11.9,153.6,45.0,2014-04-07 06:00:00,Ita (2014)
ITA,2014,-12.0,153.6,,2014-04-07 09:00:00,Ita (2014)
ITA,2014,-11.9,153.5,50.0,2014-04-07 12:00:00,Ita (2014)
ITA,2014,-11.8,153.4,,2014-04-07 15:00:00,Ita (2014)
ITA,2014,-11.8,153.2,55.0,2014-04-07 18:00:00,Ita (2014)
ITA,2014,-11.7,153.0,,2014-04-07 21:00:00,Ita (2014)
ITA,2014,-11.7,152.9,55.0,2014-04-08 00:00:00,Ita (2014)
ITA,2014,-11.6,152.8,,2014-04-08 03:00:00,Ita (2014)
ITA,2014,-11.5,152.7,55.0,2014-04-08 06:00:00,Ita (2014)
ITA,2014,-11.4,152.5,,2014-04-08 09:00:00,Ita (2014)
ITA,2014,-11.4,152.4,55.0,2014-04-08 12:00:00,Ita (2014)
ITA,2014,-11.4,152.2,,2014-04-08 15:00:00,Ita (2014)
ITA,2014,-11.4,152.0,60.0,2014-04-08 18:00:00,Ita (2014)
ITA,2014,-11.4,151.6,,2014-04-08 21:00:00,Ita (2014)
ITA,2014,-11.4,151.1,60.0,2014-04-09 00:00:00,Ita (2014)
ITA,2014,-11.3,150.7,,2014-04-09 03:00:00,Ita (2014)
ITA,2014,-11.3,150.4,65.0,2014-04-09 06:00:00,Ita (2014)
ITA,2014,-11.4,149.9,,2014-04-09 09:00:00,Ita (2014)
ITA,2014,-11.5,149.5,65.0,2014-04-09 12:00:00,Ita (2014)
ITA,2014,-11.5,149.0,,2014-04-09 15:00:00,Ita (2014)
ITA,2014,-11.7,148.7,70.0,2014-04-09 18:00:00,Ita (2014)
ITA,2014,-11.9,148.3,,2014-04-09 21:00:00,Ita (2014)
ITA,2014,-12.1,147.9,90.0,2014-04-10 00:00:00,Ita (2014)
ITA,2014,-12.3,147.5,,2014-04-10 03:00:00,Ita (2014)
ITA,2014,-12.6,147.1,110.0,2014-04-10 06:00:00,Ita (2014)
ITA,2014,-12.7,146.7,,2014-04-10 09:00:00,Ita (2014)
ITA,2014,-12.8,146.5,120.0,2014-04-10 12:00:00,Ita (2014)
ITA,2014,-13.0,146.2,,2014-04-10 15:00:00,Ita (2014)
ITA,2014,-13.3,146.1,120.0,2014-04-10 18:00:00,Ita (2014)
ITA,2014,-13.5,145.9,,2014-04-10 21:00:00,Ita (2014)
ITA,2014,-13.8,145.7,110.0,2014-04-11 00:00:00,Ita (2014)
ITA,2014,-14.1,145.5,,2014-04-11 03:00:00,Ita (2014)
ITA,2014,-14.4,145.4,95.0,2014-04-11 06:00:00,Ita (2014)
ITA,2014,-14.7,145.3,95.0,2014-04-11 09:00:00,Ita (2014)
ITA,2014,-14.9,145.2,90.0,2014-04-11 12:00:00,Ita (2014)
ITA,2014,-15.2,145.1,65.0,2014-04-11 15:00:00,Ita (2014)
ITA,2014,-15.5,145.0,55.0,2014-04-11 18:00:00,Ita (2014)
ITA,2014,-15.8,145.0,,2014-04-11 21:00:00,Ita (2014)
ITA,2014,-16.1,145.0,45.0,2014-04-12 00:00:00,Ita (2014)
ITA,2014,-16.3,145.1,,2014-04-12 03:00:00,Ita (2014)
ITA,2014,-16.6,145.3,35.0,2014-04-12 06:00:00,Ita (2014)
ITA,2014,-16.9,145.5,,2014-04-12 09:00:00,Ita (2014)
ITA,2014,-17.3,145.7,35.0,2014-04-12 12:00:00,Ita (2014)
ITA,2014,-17.6,145.9,,2014-04-12 15:00:00,Ita (2014)
ITA,2014,-18.1,146.1,35.0,2014-04-12 18:00:00,Ita (2014)
ITA,2014,-18.5,146.5,,2014-04-12 21:00:00,Ita (2014)
ITA,2014,-19.1,147.0,35.0,2014-04-13 00:00:00,Ita (2014)
ITA,2014,-19.6,147.6,,2014-04-13 03:00:00,Ita (2014)
ITA,2014,-20.1,148.4,35.0,2014-04-13 06:00:00,Ita (2014)
ITA,2014,-20.4,149.2,35.0,2014-04-13 09:00:00,Ita (2014)
ITA,2014,-20.8,150.1,45.0,2014-04-13 12:00:00,Ita (2014)
ITA,2014,-21.3,150.8,,2014-04-13 15:00:00,Ita (2014)
ITA,2014,-21.8,151.5,40.0,2014-04-13 18:00:00,Ita (2014)
ITA,2014,-22.2,152.2,,2014-04-13 21:00:00,Ita (2014)
ITA,2014,-22.6,153.1,40.0,2014-04-14 00:00:00,Ita (2014)
ITA,2014,-23.1,154.1,,2014-04-14 03:00:00,Ita (2014)
ITA,2014,-23.6,155.1,45.0,2014-04-14 06:00:00,Ita (2014)
ITA,2014,-24.1,156.0,,2014-04-14 09:00:00,Ita (2014)
ITA,2014,-24.6,156.8,50.0,2014-04-14 12:00:00,Ita (2014)
ITA,2014,-24.9,157.4,,2014-04-14 15:00:00,Ita (2014)
ITA,2014,-25.3,157.9,45.0,2014-04-14 18:00:00,Ita (2014)
LARRY,2006,-12.5,158.0,25.0,2006-03-14 12:00:00,Larry (2006)
LARRY,2006,-12.5,158.0,,2006-03-14 15:00:00,Larry (2006)
LARRY,2006,-12.5,158.0,25.0,2006-03-14 18:00:00,Larry (2006)
LARRY,2006,-12.5,157.9,,2006-03-14 21:00:00,Larry (2006)
LARRY,2006,-12.5,158.0,25.0,2006-03-15 00:00:00,Larry (2006)
LARRY,2006,-16.4,157.9,40.0,2006-03-17 18:00:00,Larry (2006)
LARRY,2006,-16.8,157.3,,2006-03-17 21:00:00,Larry (2006)
LARRY,2006,-17.1,156.7,50.0,2006-03-18 00:00:00,Larry (2006)
LARRY,2006,-17.2,156.1,,2006-03-18 03:00:00,Larry (2006)
LARRY,2006,-17.2,155.5,60.0,2006-03-18 06:00:00,Larry (2006)
LARRY,2006,-17.2,155.0,,2006-03-18 09:00:00,Larry (2006)
LARRY,2006,-17.3,154.4,65.0,2006-03-18 12:00:00,Larry (2006)
LARRY,2006,-17.5,153.6,,2006-03-18 15:00:00,Larry (2006)
LARRY,2006,-17.6,152.8,70.0,2006-03-18 18:00:00,Larry (2006)
LARRY,2006,-17.7,152.0,,2006-03-18 21:00:00,Larry (2006)
LARRY,2006,-17.7,151.2,90.0,2006-03-19 00:00:00,Larry (2006)
LARRY,2006,-17.7,150.5,,2006-03-19 03:00:00,Larry (2006)
LARRY,2006,-17.7,149.8,90.0,2006-03-19 06:00:00,Larry (2006)
LARRY,2006,-17.6,149.0,95.0,2006-03-19 09:00:00,Larry (2006)
LARRY,2006,-17.6,148.3,100.0,2006-03-19 12:00:00,Larry (2006)
LARRY,2006,-17.5,147.6,100.0,2006-03-19 15:00:00,Larry (2006)
LARRY,2006,-17.5,147.1,,2006-03-19 17:00:00,Larry (2006)
LARRY,2006,-17.5,146.8,100.0,2006-03-19 18:00:00,Larry (2006)
LARRY,2006,-17.5,146.6,,2006-03-19 19:00:00,Larry (2006)
LARRY,2006,-17.5,146.4,,2006-03-19 20:00:00,Larry (2006)
LARRY,2006,-17.5,146.1,100.0,2006-03-19 21:00:00,Larry (2006)
LARRY,2006,-17.5,145.8,100.0,2006-03-19 22:00:00,Larry (2006)
LARRY,2006,-17.5,145.6,95.0,2006-03-19 23:00:00,Larry (2006)
LARRY,2006,-17.6,145.4,85.0,2006-03-20 00:00:00,Larry (2006)
LARRY,2006,-17.7,144.6,,2006-03-20 03:00:00,Larry (2006)
LARRY,2006,-17.9,143.8,55.0,2006-03-20 06:00:00,Larry (2006)
LARRY,2006,-18.2,142.9,,2006-03-20 09:00:00,Larry (2006)
LARRY,2006,-18.6,142.1,40.0,2006-03-20 12:00:00,Larry (2006)
LARRY,2006,-18.9,141.3,30.0,2006-03-20 15:00:00,Larry (2006)
LARRY,2006,-19.1,140.7,30.0,2006-03-20 18:00:00,Larry (2006)
LARRY,2006,-19.3,140.2,,2006-03-20 21:00:00,Larry (2006)
LARRY,2006,-19.5,139.7,25.0,2006-03-21 00:00:00,Larry (2006)
LARRY,2006,-19.6,139.3,,2006-03-21 03:00:00,Larry (2006)
LARRY,2006,-19.7,138.9,25.0,2006-03-21 06:00:00,Larry (2006)
LARRY,2006,-19.7,138.7,,2006-03-21 09:00:00,Larry (2006)
LARRY,2006,-19.7,138.7,20.0,2006-03-21 12:00:00,Larry (2006)
