"","N","P_CODE","NRM_REGION","REEF","DEPTH","VISIT_NO","LATITUDE","LONGITUDE","Date","subregion","A","AB","HC","SC","CoralCover","MA","ST","Acr","RANK","DISTURBANCE","STORM_NAME","DISTURBANCE_DATE","juv5.d.nf","juv5.abun.nf","MAprop","yr","DateRange","NumYearsInRange","Change.score.linear.mean","CoralCover.score","juv.score","ma.score","gen.composition","composition.score"
"83",120,"IN","Wet Tropics","Bedarra","2",13,-18.0093666666667,146.148033333333,2017-05-03,"Tully",75.3125,14.3125,9.5625,0.1875,9.75,31.9375,0.125,2.5625,1,"b","",2020-02-01,8.5293727906587,218.5,42.4066390041494,2017,"2014 - 2017",4,0,0.13,0.68066948504705,0,-0.202370341909881,NA
"84",133,"IN","Wet Tropics","Bedarra","2",14,-18.0093666666667,146.148033333333,2018-06-21,"Tully",68.5625,20.375,10.125,0.5625,10.6875,27.625,0.25,2.5625,1,"n","",NA,5.9353309447718,138.5,40.2917046490428,2018,"2015 - 2018",4,0.0900633554718454,0.1425,0.495380781769414,0,-0.192522798842154,NA
"85",144,"IN","Wet Tropics","Bedarra","2",15,-18.0093666666667,146.148033333333,2019-06-18,"Tully",62.125,25.3125,11.0625,0.3125,11.375,25.625,0.8125,2.4375,1,"n","",NA,7.83531472789785,169,41.2474849094567,2019,"2016 - 2019",4,0.146403690967284,0.151666666666667,0.631093909135561,0,-0.219421918983365,NA
"86",158,"IN","Wet Tropics","Bedarra","2",16,-18.0093666666667,146.148033333333,2020-06-01,"Tully",63.7291666666667,23.2637578616352,11.2562893081761,0.125,11.3812893081761,27.5055031446541,0.125393081761006,2.75314465408805,1,"b","",2020-02-01,6.57909809348833,143,43.1599918582346,2020,"2017 - 2020",4,0.219605536450926,0.151750524109015,0.541364149534881,0,-0.20152295939705,NA
"87",173,"IN","Wet Tropics","Bedarra","2",17,-18.0093666666667,146.148033333333,2021-06-08,"Tully",62.875,20.875,14.875,0.3125,15.1875,28.0625,0,3.625,1,"n","",NA,5.63110699692371,120.5,44.6322067594433,2021,"2018 - 2021",4,0.358690707889195,0.2025,0.473650499780265,0,-0.0985640812109422,1
"88",181,"IN","Wet Tropics","Bedarra","2",18,-18.0093666666667,146.148033333333,2022-05-18,"Tully",62.8125,20,16.125,0.25,16.375,30.6875,0.0625,5.8125,1,"n","",NA,7.246367704718,155.5,48.8557213930348,2022,"2019 - 2022",4,0.400004946265633,0.218333333333333,0.589026264622714,0,-0.129864265544469,1
"89",189,"IN","Wet Tropics","Bedarra","2",19,-18.0093666666667,146.148033333333,2023-05-17,"Tully",57.6450471698113,25.0271226415094,16.0766509433962,0.125,16.2016509433962,23.4736635220126,0,5.62971698113208,1,"n","",NA,5.71277671004682,115,40.7210413981684,2023,"2020 - 2023",4,0.313643492279579,0.216022012578616,0.47948405071763,0,-0.0920502360098632,1
"90",206,"IN","Wet Tropics","Bedarra","2",20,-18.0093666666667,146.148033333333,2024-06-03,"Tully",61.6255672319083,20.7194341612929,16.4651301647958,0.250791139240506,16.7159213040363,24.539432569063,0,5.57198371944909,1,"n","",NA,7.12040761038167,149.5,39.8202137056469,2024,"2021 - 2024",4,0.271342872389903,0.222878950720484,0.580029115027262,0,-0.181548889149075,0.5
"91",341,"IN","Wet Tropics","Bedarra","5",11,-18.0097,146.148083333333,2015-07-24,"Tully",40.3125,41.6875,13.6875,2.5,16.1875,1.9375,2.0625,0.75,1,"n","",NA,21.7817561807332,297.5,4.8062015503876,2015,"2012 - 2015",4,NA,0.215833333333333,1,0.722171611533407,-0.313202763509154,NA
"92",353,"IN","Wet Tropics","Bedarra","5",12,-18.0097,146.148083333333,2016-07-07,"Tully",48,29.4375,16.8125,4.375,21.1875,2.125,1.5,0.6875,1,"n","",NA,18.9655813185225,320,4.42708333333333,2016,"2013 - 2016",4,1,0.2825,1,0.751873759532017,-0.323600060484625,NA
"93",368,"IN","Wet Tropics","Bedarra","5",13,-18.0097,146.148083333333,2017-05-03,"Tully",45.4375,32.6875,16.375,3.625,20,1.0625,2.6875,1.0625,1,"b","",2020-02-01,18.0957478574106,296,2.33837689133425,2017,"2014 - 2017",4,1,0.266666666666667,1,0.915514189021134,-0.365021731061677,NA
"94",378,"IN","Wet Tropics","Bedarra","5",14,-18.0097,146.148083333333,2018-06-21,"Tully",51.6875,30.875,13.25,3.25,16.5,2.875,1.5,0.0625,1,"b","",2020-02-01,13.2925108751029,239,5.56227327690447,2018,"2015 - 2018",4,1,0.22,1,0.662936910302062,-0.441459220851788,NA
"95",395,"IN","Wet Tropics","Bedarra","5",15,-18.0097,146.148083333333,2019-06-18,"Tully",33.125,40.9375,17.625,6.5,24.125,2.0625,4.4375,0.5,1,"n","",NA,15.9776171540877,203,6.22641509433962,2019,"2016 - 2019",4,1,0.321666666666667,1,0.610904489631806,-0.382902960699433,NA
"96",403,"IN","Wet Tropics","Bedarra","5",16,-18.0097,146.148083333333,2020-06-01,"Tully",41.9375,36.25,16.875,3.4375,20.3125,1.6875,0.1875,0.4375,1,"b","",2020-02-01,14.6785099376494,208.5,4.02384500745156,2020,"2017 - 2020",4,1,0.270833333333333,1,0.783465605809185,-0.319418465657191,NA
"97",422,"IN","Wet Tropics","Bedarra","5",17,-18.0097,146.148083333333,2021-06-08,"Tully",37.5625,39.25,17.875,3.75,21.625,2.75,0,1,1,"n","",NA,12.9066763253176,165,7.32113144758736,2021,"2018 - 2021",4,0.728156733624636,0.288333333333333,0.993334023236972,0.525138557851194,-0.297939329524461,1
"98",429,"IN","Wet Tropics","Bedarra","5",18,-18.0097,146.148083333333,2022-05-18,"Tully",34.1875,37,20.8125,6.125,26.9375,1.5625,0.0625,1.0625,1,"n","",NA,14.5601656568755,166.5,4.57038391224863,2022,"2019 - 2022",4,0.772551290196619,0.359166666666667,1,0.740646826053852,-0.383045895805737,0.5
"99",449,"IN","Wet Tropics","Bedarra","5",19,-18.0097,146.148083333333,2023-05-17,"Tully",35.875,34.6875,20.875,5.75,26.625,2.25,0,0.625,1,"n","",NA,14.5198371746359,174.5,6.27177700348432,2023,"2020 - 2023",4,0.483950105865223,0.355,1,0.607350595151651,-0.333583366960515,0.5
"100",461,"IN","Wet Tropics","Bedarra","5",20,-18.0097,146.148083333333,2024-06-03,"Tully",33.4609924158343,35.7655305833025,19.8243155752867,9.50151066715994,29.3258262424467,0.632291281292391,0,0.256112036009372,1,"n","",NA,17.6663938461297,192,1.88963696424372,2024,"2021 - 2024",4,0.362962579398918,0.391011016565956,1,0.950670874001589,-0.43430291971001,0
"101",881,"RM","Mackay Whitsunday","Border","5",2,-20.1753166666667,149.035716666667,1994-04-12,"Proserpine",23.1324601683729,16.8591030973478,24.9197708206223,33.2751527541252,58.1949235747475,0,0,2.24311669006103,1,"n","",NA,NA,NA,0,1994,NA,NA,NA,0.775932314329966,NA,1,NA,NA
"102",888,"RM","Mackay Whitsunday","Border","5",3,-20.1753166666667,149.035716666667,1995-02-21,"Proserpine",25.0897056526055,9.42170547854234,26.104794475615,36.3842719207044,62.4890663963193,0,0,3.2566363538523,1,"n","",NA,NA,NA,0,1995,"1992 - 1995",1,0.680659152214824,0.833187551950924,NA,1,NA,NA
"103",897,"RM","Mackay Whitsunday","Border","5",4,-20.1753166666667,149.035716666667,1996-02-08,"Proserpine",26.9944238890687,13.9908187101101,27.1591127148723,27.9613968976761,55.1205096125484,1.07689800037743,0,2.95759712343696,1,"n","",NA,NA,NA,3.9893350004536,1996,"1993 - 1996",2,0.60484722938524,0.734940128167312,NA,0.618155213372709,NA,NA
"104",905,"RM","Mackay Whitsunday","Border","5",5,-20.1753166666667,149.035716666667,1997-04-23,"Proserpine",22.0082048170131,20.3327356052745,26.7173979080715,27.4790910081066,54.196488916178,0.103626943005181,0,3.00890128869403,1,"n","",NA,NA,NA,0.470855955162113,1997,"1994 - 1997",3,0.403231486256827,0.722619852215707,NA,1,NA,NA
"105",913,"RM","Mackay Whitsunday","Border","5",6,-20.1753166666667,149.035716666667,1998-02-21,"Proserpine",29.5441595441595,16.034188034188,28.1880341880342,23.3532763532764,51.5413105413105,17.7720797720798,0,2.43874643874644,1,"n","",NA,NA,NA,60.1542912246866,1998,"1995 - 1998",4,0.526693397613179,0.687217473884141,NA,0,NA,NA
"106",921,"RM","Mackay Whitsunday","Border","5",7,-20.1753166666667,149.035716666667,1999-03-13,"Proserpine",24.2204817879643,14.959828087657,29.6697132905388,29.4717009869629,59.1414142775017,3.62939466032249,0,2.88119356858672,1,"n","",NA,NA,NA,14.9848161242029,1999,"1996 - 1999",4,0.489069438276525,0.788552190366689,NA,0,NA,NA
"107",929,"RM","Mackay Whitsunday","Border","5",8,-20.1753166666667,149.035716666667,2000-03-25,"Proserpine",23.8263451451039,13.5278277555501,27.8894554590324,32.2841327529138,60.1735882119463,1.07549119466218,0,3.58439827546808,1,"n","",NA,NA,NA,4.51387398324153,2000,"1997 - 2000",4,0.356810611637611,0.802314509492617,NA,0.540474785150819,NA,NA
"108",936,"RM","Mackay Whitsunday","Border","5",9,-20.1753166666667,149.035716666667,2001-03-29,"Proserpine",31.2082091977172,12.2285986881783,24.5708761775267,30.5849359379844,55.1558121155112,0.412202211785567,0,3.18973054692863,1,"n","",NA,NA,NA,1.32081340897868,2001,"1998 - 2001",4,0.356810611637611,0.735410828206816,NA,1,NA,NA
"109",946,"RM","Mackay Whitsunday","Border","5",10,-20.1753166666667,149.035716666667,2001-11-13,"Proserpine",35.3067230593004,9.44012688342585,30.6227861485593,23.022116486034,53.6449026345934,0.170940170940171,0,3.89866948629835,1,"n","",NA,NA,NA,0.484157565835446,2002,"1999 - 2002",4,0.382540828717052,0.715265368461245,NA,1,NA,NA
"110",952,"RM","Mackay Whitsunday","Border","5",11,-20.1753166666667,149.035716666667,2002-12-01,"Proserpine",38.892897145661,9.12652149637074,28.1813681200616,22.1564607549532,50.3378288750148,0.133333333333333,0,3.04662199888331,1,"b","",2020-02-01,NA,NA,0.342821808398525,2003,"2000 - 2003",4,0.333333333333333,0.671171051666864,NA,1,NA,NA
"111",959,"RM","Mackay Whitsunday","Border","5",12,-20.1753166666667,149.035716666667,2004-02-24,"Proserpine",30.7277194051063,8.84154103852596,29.0994924115527,29.9625687359356,59.0620611474883,0.067001675041876,0,3.07051926298157,1,"n","",NA,NA,NA,0.218049618842659,2004,"2001 - 2004",4,0.465373619469911,0.787494148633177,NA,1,NA,NA
"112",967,"RM","Mackay Whitsunday","Border","5",13,-20.1753166666667,149.035716666667,2005-03-16,"Proserpine",26.6487149765838,8.24051358477588,27.4109204699369,35.7829208435766,63.1938413135134,0.0333333333333333,0,3.06005069611627,1,"n","",NA,NA,NA,0.125084205233248,2005,"2002 - 2005",4,0.465373619469911,0.842584550846846,NA,1,NA,NA
"113",1266,"RM","Mackay Whitsunday","Border","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"2003 - 2006",4,0.198060429204867,0.842584550846846,NA,1,NA,NA
"114",979,"RM","Mackay Whitsunday","Border","5",15,-20.1753166666667,149.035716666667,2007-03-26,"Proserpine",25.6969797901155,8.79622013829674,25.6159775462437,38.4772390923244,64.0932166385681,0.0345423143350604,0,2.75009160407526,1,"n","",NA,8.58686620153945,18.3333333333333,0.134421689308202,2007,"2004 - 2007",4,0.132040286136578,0.854576221847574,0.684776157252818,1,-0.07871475001688,0.5
"115",1267,"RM","Mackay Whitsunday","Border","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"2005 - 2008",4,0,0.854576221847574,0.684776157252818,1,NA,0.5
"116",997,"RM","Mackay Whitsunday","Border","5",17,-20.1753166666667,149.035716666667,2009-04-06,"Proserpine",24.6871794871795,11.6615384615385,27.1384615384615,34.3051282051282,61.4435897435897,0.0666666666666667,0,3.47008547008547,1,"n","",NA,4.29153504787435,8.66666666666667,0.270045700041545,2009,"2006 - 2009",4,0.225027437299755,0.819247863247863,0.373176960684727,1,-0.144767016276333,0.5
"117",1268,"RM","Mackay Whitsunday","Border","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"2007 - 2010",4,0.225027437299755,0.819247863247863,0.373176960684727,1,NA,0.5
"118",1012,"RM","Mackay Whitsunday","Border","5",19,-20.1753166666667,149.035716666667,2011-03-24,"Proserpine",21.5,10.6666666666667,31.1,35.2,66.3,0.1,0,2.8,1,"n","",NA,8.30648815398271,16,0.465116279069767,2011,"2008 - 2011",4,0.627984521869211,0.884,0.664749153855908,1,-0.147563608914892,0.5
"119",1269,"RM","Mackay Whitsunday","Border","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"2009 - 2012",4,0.627984521869211,0.884,0.664749153855908,1,NA,0.5
"120",1022,"RM","Mackay Whitsunday","Border","5",21,-20.1753166666667,149.035716666667,2013-04-20,"Proserpine",26.1666666666667,7.7,30.8333333333333,34.2,65.0333333333333,0.4,0,3.93333333333333,1,"n","",NA,14.578126975218,34.3333333333333,1.52866242038217,2013,"2010 - 2013",4,0.402957084569457,0.867111111111111,1,0.982563019095491,-0.116985890080415,0.5
"121",1270,"RM","Mackay Whitsunday","Border","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"2011 - 2014",4,0.402957084569457,0.867111111111111,1,0.982563019095491,NA,0.5
"122",1025,"RM","Mackay Whitsunday","Border","5",23,-20.1753166666667,149.035716666667,2015-01-18,"Proserpine",33.4,6.53333333333333,32.5666666666667,26.3,58.8666666666667,0.0666666666666667,0,4.26666666666667,1,"n","",NA,14.4742882152723,38.3333333333333,0.199600798403194,2015,"2012 - 2015",4,0.233247663801712,0.784888888888889,1,1,-0.0903915964718052,0.5
"123",1271,"RM","Mackay Whitsunday","Border","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"2013 - 2016",4,0.233247663801712,0.784888888888889,1,1,NA,0.5
"124",1030,"RM","Mackay Whitsunday","Border","5",25,-20.1753166666667,149.035716666667,2017-03-04,"Proserpine",28.7107202680067,6.2,35.2452261306533,28.7438860971524,63.9891122278057,0.0668341708542714,0,6.76984924623116,1,"n","",NA,16.9932870915538,43.3333333333333,0.232784723721288,2017,"2014 - 2017",4,0.469416957184476,0.853188163037409,1,1,-0.0134043362246782,1
"125",1272,"RM","Mackay Whitsunday","Border","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2015 - 2018",4,0.469416957184476,0.853188163037409,1,1,NA,1
"126",1033,"RM","Mackay Whitsunday","Border","5",27,-20.1753166666667,149.035716666667,2019-05-01,"Proserpine",47.7726122193459,16.2754665583811,20.1145001099775,15.1689051317192,35.2834052416967,0.167507571527672,0,1.30201851005871,1,"s","Debbie",2020-03-28,3.76847555849091,14,0.350635152121404,2019,"2016 - 2019",4,0.472338586765527,0.470445403222623,0.327693526825296,1,-0.191938276725039,0
"127",1273,"RM","Mackay Whitsunday","Border","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,"2017 - 2020",4,0.472338586765527,0.470445403222623,0.327693526825296,1,NA,0
"128",1036,"RM","Mackay Whitsunday","Border","5",29,-20.1753166666667,149.035716666667,2021-02-18,"Proserpine",50.9448911222781,9.27303182579564,20.0691792294807,18.512730318258,38.5819095477387,0.133333333333333,0,1.56716917922948,1,"n","",NA,7.45091125138019,32.3333333333333,0.261720715063079,2021,"2018 - 2021",4,0,0.514425460636516,0.603636517955728,1,-0.240195341445933,0
"129",1038,"RM","Mackay Whitsunday","Border","5",30,-20.1753166666667,149.035716666667,2022-02-25,"Proserpine",52.8773869346734,10.836850921273,17.1102177554439,18.1755443886097,35.2857621440536,0.0666666666666667,0,1.73333333333333,1,"n","",NA,6.50620255570214,29.3333333333333,0.126077838810433,2022,"2019 - 2022",4,0,0.470476828587381,0.536157325407296,1,-0.101378998159765,0.5
"130",1039,"RM","Mackay Whitsunday","Border","5",31,-20.1753166666667,149.035716666667,2023-02-10,"Proserpine",51.5255293561826,7.40442382854443,18.7116952282781,21.1583515869948,39.8700468152729,0.200167504187605,0,1.50251256281407,1,"n","",NA,6.94269433467534,29.6666666666667,0.388482188710568,2023,"2020 - 2023",4,0.190891189677585,0.531600624203639,0.567335309619667,1,-0.168390484006349,0
"131",1274,"RM","Mackay Whitsunday","Border","5",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,"2021 - 2024",4,0.190891189677585,0.531600624203639,0.567335309619667,1,NA,0
"132",758,"IN","Mackay Whitsunday","Daydream","2",1,-20.2556166666667,148.812416666667,2005-07-12,"Proserpine",48.991935483871,2.37903225806452,29.6411290322581,13.8951612903226,43.5362903225806,0.5625,0.439516129032258,27.3185483870968,NA,NA,NA,NA,4.55727375855587,39,1.14814814814815,2005,"2002 - 2005",1,NA,0.580483870967742,0.396284674657032,1,0.556531366761979,0
"133",766,"IN","Mackay Whitsunday","Daydream","2",2,-20.2556166666667,148.812416666667,2006-05-04,"Proserpine",45.6293238993711,1.56328616352201,38.3443396226415,9.07193396226415,47.4162735849057,0.125393081761006,0.125393081761006,35.6509433962264,1,"n","",NA,3.08629525884428,23.5,0.274808108131391,2006,"2003 - 2006",2,1,0.632216981132075,0.268373500769068,1,0.576324757520982,0.5
"134",769,"IN","Mackay Whitsunday","Daydream","2",3,-20.2556166666667,148.812416666667,2007-06-26,"Proserpine",42.4614282302365,1.94696879229361,36.5819849136215,13.5516628851206,50.1336477987421,3.57902933683624,0.0632911392405063,34.1919980495183,1,"n","",NA,4.64483969557701,67.5,8.42889531984146,2007,"2004 - 2007",3,0.5,0.668448637316562,0.403202835398358,0.505660004037272,0.587749477581999,0.5
"135",775,"IN","Mackay Whitsunday","Daydream","2",4,-20.2556166666667,148.812416666667,2008-06-16,"Proserpine",45.9579402515723,9.44025157232704,30.8470911949686,10.1922169811321,41.0393081761006,0.875,1.56289308176101,27.5966981132075,1,"d","",NA,2.85407770416221,46,1.9039147429373,2008,"2005 - 2008",4,0.333333333333333,0.547190775681342,0.248180669927149,1,0.585392136180235,0.5
"136",778,"IN","Mackay Whitsunday","Daydream","2",5,-20.2556166666667,148.812416666667,2009-07-21,"Proserpine",45.1875,7.625,32.125,11.5625,43.6875,1.875,0.0625,29.0625,1,"n","",NA,3.70242188127741,57,4.149377593361,2009,"2006 - 2009",4,0.299726292482022,0.5825,0.321949728806731,0.936318109058261,0.607864316850562,1
"137",785,"IN","Mackay Whitsunday","Daydream","2",6,-20.2556166666667,148.812416666667,2010-06-20,"Proserpine",56.5,14.6875,19.5,7.0625,26.5625,0.5625,1.8125,17.875,1,"s","Ului",2020-03-20,1.27836765531212,25.5,0.995575221238938,2010,"2007 - 2010",4,0.0663017233093621,0.354166666666667,0.111162404809749,1,0.574940666172418,0.5
"138",792,"IN","Mackay Whitsunday","Daydream","2",7,-20.2556166666667,148.812416666667,2011-05-25,"Proserpine",41.7106918238994,28.1485849056604,18.8840408805031,8.69418238993711,27.5782232704403,1.5625,3.44221698113208,16.3820754716981,1,"n","",NA,2.99175405733987,45.5,3.74604191797346,2011,"2008 - 2011",4,0.0663017233093621,0.36770964360587,0.260152526725206,0.976906742813637,0.548900243479536,0
"139",794,"IN","Mackay Whitsunday","Daydream","2",8,-20.2556166666667,148.812416666667,2012-05-06,"Proserpine",45.4435990265593,22.8424343027681,19.6624604414534,9.34101219805312,29.0034726395065,0.438679245283019,4.94536163522013,17.5167948563875,1,"n","",NA,2.18928328895319,38,0.965326810991873,2012,"2009 - 2012",4,0.130240372141216,0.386712968526753,0.190372459908973,1,0.574327617760483,0.5
"140",798,"IN","Mackay Whitsunday","Daydream","2",9,-20.2556166666667,148.812416666667,2013-07-04,"Proserpine",42.3447327044025,27.4779874213836,17.2201257861635,10.6352201257862,27.8553459119497,1.75353773584906,2.37814465408805,14.2767295597484,1,"n","",NA,5.41126600087486,80,4.14110002320724,2013,"2010 - 2013",4,0.0639386488318537,0.371404612159329,0.457947571491062,0.937151100742005,0.56831429436869,0.5
"141",807,"IN","Mackay Whitsunday","Daydream","2",10,-20.2556166666667,148.812416666667,2014-05-07,"Proserpine",55.375,10.4375,22.375,9.3125,31.6875,1.5625,0.125,17.5,1,"n","",NA,5.2294743400716,99,2.82167042889391,2014,"2011 - 2014",4,0.29795398662389,0.4225,0.444962452862257,1,0.519517458902002,0
"142",1275,"IN","Mackay Whitsunday","Daydream","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"2012 - 2015",4,0.397271982165187,0.4225,0.444962452862257,1,NA,0
"143",811,"IN","Mackay Whitsunday","Daydream","2",12,-20.2556166666667,148.812416666667,2016-05-06,"Proserpine",35.625,12.625,36.8125,12.3125,49.125,0.625,0.3125,32.875,1,"n","",NA,9.14668847752043,108.5,1.75438596491228,2016,"2013 - 2016",4,0.619984084709466,0.655,0.72476346268003,1,0.585557918866323,0.5
"144",817,"IN","Mackay Whitsunday","Daydream","2",13,-20.2556166666667,148.812416666667,2017-07-06,"Proserpine",30.75,68.5625,0.625,0,0.625,0.0625,5.8125,0.25,1,"s","Debbie",2020-03-28,0.485813148788927,3,0.203252032520325,2017,"2014 - 2017",4,0.929976127064199,0.00833333333333333,0.0422446216338198,1,-0.106950583007926,0
"145",824,"IN","Mackay Whitsunday","Daydream","2",14,-20.2556166666667,148.812416666667,2018-06-14,"Proserpine",44,55.375,0.5,0.0625,0.5625,17.1875,2.125,0.125,1,"n","",NA,2.26070881634312,30.5,39.0625,2018,"2015 - 2018",4,0.429976127064199,0.0075,0.196583375334184,0,-0.139872431529221,0
"146",1276,"IN","Mackay Whitsunday","Daydream","2",NA,NA,NA,NA,"Proserpine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"2016 - 2019",4,0.429976127064199,0.0075,0.196583375334184,0,NA,0
"147",834,"IN","Mackay Whitsunday","Daydream","2",16,-20.2556166666667,148.812416666667,2020-06-13,"Proserpine",59.5625,38.9375,0.625,0.1875,0.8125,36.625,0.75,0.0625,1,"b","",2020-02-01,4.79126026573214,101,61.4900314795383,2020,"2017 - 2020",4,0,0.0108333333333333,0.413661447552296,0,-0.245591299136468,0
"148",838,"IN","Mackay Whitsunday","Daydream","2",17,-20.2556166666667,148.812416666667,2021-06-16,"Proserpine",65.7389937106918,33.5731132075472,0.250393081761006,0.0625,0.312893081761006,42.7739779874214,1,0.187893081761006,1,"n","",NA,4.79404707444029,108.5,65.0663716814159,2021,"2018 - 2021",4,0,0.00417190775681342,0.413860505317163,0,0.263435507647707,0
