fid,DHW,maxhs,HIR,SSTA,SSTA_SD,SSTA_freq,SSTA_freq_SD,LAT,LON,Depth,Year,Month,Seve,Seve2,DIST_M,DIST_L,PAR,kd490,ECOREGION,Site,wind,ONI,cyclone_100,cyclone_200,cyclone
619,3.48858,1.88,0.183609,2,0.419631,154,47.9862,-18.7502,147.2688,-2.913829327,1998,2,0.999832,3,nan,54,51.558,0.59,20143,Torres Strait & Great Barrier Reef,5.16486,1.93,0,0,0
620,5.33714,2.17,0.242597,2.24839,0.539326,129,42.0465,-18.6587,146.4852,-14.39182472,1998,2,0.999832,3,0.947711,0,50.636,0.75,20143,Torres Strait & Great Barrier Reef,3.09635,1.93,0,0,0
621,1.58714,1.25,0.0793572,1.37742,0.347459,132,47.0726,-17.2661,146.3636,-3.021100521,1998,2,0.999832,3,nan,34,45.124,0.54,20143,Torres Strait & Great Barrier Reef,4.72417,1.93,0,0,0
622,1.76857,1.32,0.0930828,1.39517,0.333901,156,47.5125,-17.8847,146.5938,-17.3417778,1998,2,0.999832,3,nan,44,48.398,0.838,20143,Torres Strait & Great Barrier Reef,4.73477,1.93,0,0,0
623,0.144286,0.980001,0.144286,1.05862,0.367917,112,48.128,-16.7601,147.7259,-9.296453476,1998,2,0.999832,3,nan,184,56.63,0.276,20150,Torres Strait & Great Barrier Reef,5.59268,1.93,0,0,0
624,4.56,1.83,0.069091,1.85,0.370642,140,38.4643,-23.4439,151.9286,-1.171842694,1998,2,0.999832,3,nan,22,57.934,0.836,20143,Torres Strait & Great Barrier Reef,4.37946,1.93,0,0,0
626,0.445715,1.07,0.111429,1.14724,0.317168,135,40.867,-20.2596,148.8417,-8.222476006,1998,2,0.333389,1,6.93407,0,48.328,0.636,20143,Torres Strait & Great Barrier Reef,4.62524,1.93,0,0,0
627,6.81286,1.91,0.101684,2.20207,0.339992,75,26.1701,-24.925,152.5015,-6.570418835,1998,2,0.666611,2,1.79794,2,53.41,1.518,20202,Bundaberg,3.84543,1.93,0,0,0
628,0.302857,1.05,0.0504762,1.15613,0.265951,139,48.8673,-16.7078,146.0142,-2.476361275,1998,2,0.666611,2,nan,21,46.392,0.69,20143,Torres Strait & Great Barrier Reef,5.47773,1.93,0,0,0
629,5.28429,2.21,0.240195,2.30129,0.492751,146,43.9204,-18.7691,146.6305,-12.2464056,1998,2,0.666611,2,6.0451,-1,48.168,0.71800005,20143,Torres Strait & Great Barrier Reef,4.1919,1.93,0,0,0
631,1.65,1.34,0.165,1.42034,0.360522,150,46.4609,-20.7693,151.0437,-5.722145081,1998,2,0.666611,2,nan,113,54.064,0.754,20143,Torres Strait & Great Barrier Reef,5.04397,1.93,0,0,0
658,1.76286,1.42,0.176286,1.43552,0.251298,114,30.147,-21.9512,152.4298,-1.621117234,1998,3,0.000167504,0,nan,165,49.296,0.776,20143,"Swains sector GBR, Torres Strait & Great Barrier Reef",7.12645,1.44,0,0,0
660,0.864287,1.33,0.172857,1.42,0.368861,123,42.4683,-17.7262,148.4648,-9.02827549,1998,3,0.000167504,0,nan,208,48.986,0.276,20150,Flinders Reef,7.88715,1.44,0,0,1
662,0.465715,1.22,0.155238,1.24774,0.302102,165,49.1454,-20.15,149.07,-12.57855034,1998,3,0.666611,2,nan,4,49.538,0.566,20143,Great Barrier Reef,7.34921,1.44,0,0,0
666,0.294286,1.05,0.147143,1.44484,0.310936,129,41.958,-20.34,148.96,-18.26756096,1998,3,0.666611,2,3.47913,1,43.886,0.704,20143,Great Barrier Reef,6.42845,1.44,0,0,0
667,4.99,2.01,0.226818,2.09516,0.650617,96,41.5294,-18.76666667,146.25,-7,1998,3,0.999832,3,2.86518,-3,40.478,0.622,20143,Palm Islands; Central GBR,4.1491,1.44,0,0,1
670,4.60857,1.79,0.200373,1.71,0.492241,92,43.6364,-19.197496,146.815,-3.182006836,1998,3,0.999832,3,2.77348,2,49.524,0.928,20143,Great Barrier Reef,5.60915,1.44,0,0,0
672,5.30857,2.18,0.241299,2.26194,0.69905,139,43.5234,-18.66,146.56,-11.97822762,1998,3,0.999832,3,5.02846,0,46.268,0.508,20143,Great Barrier Reef,5.85969,1.44,0,0,1
679,5.17715,2.24,0.235325,2.1429,0.870416,106,41.3048,-19.03,146.6,-8.115114212,1998,3,0.999832,3,nan,0,50.82,0.67,20143,Great Barrier Reef,4.65331,1.44,0,0,0
680,6.88429,2.01,0.0849912,2.30448,0.413508,78,26.1985,-24.8362,152.4829,-11.08619785,1998,3,0.999832,3,3.79334,2,50.534,0.946,20202,Bundaberg,4.24722,1.44,0,0,0
742,0,0.98,0,1.63733,0.35677,158,51.8103,-19.125,148.4667,-8.222476006,1998,4,0.000167504,0,nan,93,44.182,0.41,20143,"north, Torres Strait & Great Barrier Reef",6.74155,0.99,0,0,0
744,0.631429,1.18,0.0233863,1.935,0.435232,143,45.4709,-20.4347,149.0828,-7.516344547,1998,4,0.000167504,0,5.0267,1,40.068,0.722,20143,"north, Torres Strait & Great Barrier Reef",6.20188,0.99,0,0,0
750,0.311429,1.13,0.10381,1.47233,0.34242,136,48.7187,-16.47,145.8,-16.63066101,1998,4,0.000167504,0,nan,30,45.322,0.74,20142,"SE side, Torres Strait & Great Barrier Reef",7.89696,0.99,0,0,0
751,1.11571,1.19,0.0413228,1.96,0.417455,141,43.6793,-20.5068,149.0514,-2.646374226,1998,4,0.000167504,0,3.73838,0,39.842,0.714,20143,"SE side, Torres Strait & Great Barrier Reef",5.89527,0.99,0,0,0
755,0.615715,1.13,0.0228042,1.985,0.429374,148,45.0024,-20.4417,149.025,-5.974406719,1998,4,0.000167504,0,6.70091,0,36.738,0.714,20143,"south, Torres Strait & Great Barrier Reef",6.20188,0.99,0,0,0
757,0.68,1.29,0.17,1.59,0.428073,102,47.6381,-12.1387,143.2742,-0.971273661,1998,4,0.000167504,0,nan,15,44.426,1.01,20142,Torres Strait & Great Barrier Reef,8.64626,0.99,0,0,0
759,1.22,1.43,0.1525,1.73069,0.421158,130,52.1154,-11.8196,143.3637,-17.64256477,1998,4,0.000167504,0,nan,16,45.796,1.1780001,20142,Torres Strait & Great Barrier Reef,8.44558,0.99,0,0,0
760,1.64286,1.45,0.18254,1.44172,0.444939,123,49.9549,-12.8306,143.8398,-11.56534576,1998,4,0.000167504,0,nan,32,46.842,0.498,20142,Torres Strait & Great Barrier Reef,8.72447,0.99,0,0,0
761,1.79286,1.38,0.179286,1.60242,0.46403,115,46.9299,-13.5562,143.8416,-10.33347702,1998,4,0.000167504,0,nan,21,45.934,0.662,20142,Torres Strait & Great Barrier Reef,8.49035,0.99,0,0,0
762,1.54429,1.3,0.171588,1.38833,0.421832,124,51.0942,-13.0405,143.8701,-1.956768751,1998,4,0.000167504,0,nan,36,46.948,0.596,20142,Torres Strait & Great Barrier Reef,8.66481,0.99,0,0,0
763,1.81286,1.43,0.181286,1.66,0.505064,116,48.1123,-13.7424,143.9059,-1.792519569,1998,4,0.000167504,0,nan,24,47.312,0.63,20142,Torres Strait & Great Barrier Reef,8.23057,0.99,0,0,0
765,1.39429,1.38,0.154921,1.48759,0.409595,131,55.4759,-12.272,143.9232,-1.546145797,1998,4,0.000167504,0,nan,56,47.712,0.644,20142,Torres Strait & Great Barrier Reef,8.48184,0.99,0,0,0
766,1.83,1.44,0.183,1.64242,0.47838,115,47.8682,-13.6414,143.9249,-3.270762205,1998,4,0.000167504,0,nan,25,47.22,0.65,20142,Torres Strait & Great Barrier Reef,8.49035,0.99,0,0,0
767,1.75143,1.35,0.175143,1.45793,0.402473,134,52.296,-13.272,143.9432,-1.381896615,1998,4,0.000167504,0,nan,41,46.66,0.594,20142,Torres Strait & Great Barrier Reef,8.54994,0.99,0,0,0
768,1.77429,1.39,0.177429,1.62207,0.531848,133,47.2993,-13.9067,143.9473,-1.87464416,1998,4,0.000167504,0,nan,21,46.504,2.192,20142,Torres Strait & Great Barrier Reef,8.23057,0.99,0,0,0
769,1.72714,1.35,0.172714,1.41414,0.422276,132,53.1015,-13.144,143.9487,-10.74409962,1998,4,0.000167504,0,nan,41,46.872,0.594,20142,Torres Strait & Great Barrier Reef,8.66481,0.99,0,0,0
770,1.71571,1.41,0.171571,1.60483,0.437432,127,56.3812,-11.4014,143.9639,-1.464021206,1998,4,0.000167504,0,nan,78,49.048,0.57,20142,Torres Strait & Great Barrier Reef,7.97975,0.99,0,0,0
772,1.51286,1.3,0.168095,1.61867,0.527298,132,45.854,-14.0065,143.9772,-0.067903154,1998,4,0.000167504,0,nan,25,45.232,2.192,20142,Torres Strait & Great Barrier Reef,7.66594,0.99,0,0,0
774,2.56857,1.58,0.18347,1.74242,0.487038,131,58.4545,-11.595,144.0447,-1.956768751,1998,4,0.000167504,0,nan,72,49.41,0.566,20142,Torres Strait & Great Barrier Reef,8.09072,0.99,0,0,0
775,1.77286,1.37,0.177286,1.61334,0.506588,137,47.3072,-13.9787,144.1143,-2.038893223,1998,4,0.000167504,0,nan,21,46.674,1.314,20142,Torres Strait & Great Barrier Reef,8.50559,0.99,0,0,0
776,1.93572,1.36,0.175974,1.598,0.484068,136,47.2205,-14.0688,144.2421,-0.88914907,1998,4,0.000167504,0,1.26336,7,48.218,0.678,20142,Torres Strait & Great Barrier Reef,8.50559,0.99,0,0,0
777,2.28,1.35,0.175385,1.78833,0.481139,166,52.8937,-14.3103,144.7936,-1.956768751,1998,4,0.000167504,0,nan,14,46.478,0.6,20142,Torres Strait & Great Barrier Reef,9.18529,0.99,0,0,0
778,2.23,1.36,0.171539,1.79967,0.481158,169,53.2774,-14.3216,144.8577,-1.956768751,1998,4,0.000167504,0,nan,13,46.618,0.964,20142,Torres Strait & Great Barrier Reef,9.18529,0.99,0,0,0
779,1.79715,1.29,0.138242,1.87533,0.490446,161,51.2139,-14.4158,144.9493,-1.299772024,1998,4,0.000167504,0,6.41865,9,46.398,0.56,20142,Torres Strait & Great Barrier Reef,9.18529,0.99,0,0,0
780,1.13857,1.28,0.162653,1.832,0.469908,160,52.7118,-14.4224,145.1019,-0.314276934,1998,4,0.000167504,0,nan,16,47.572,0.636,20142,Torres Strait & Great Barrier Reef,9.06754,0.99,0,0,0
781,1.29286,1.24,0.161607,1.89367,0.48166,161,49.6899,-14.6578,145.2516,-0.254662991,1998,4,0.000167504,0,9.99135,0,46.886,0.632,20142,Torres Strait & Great Barrier Reef,8.86531,0.99,0,0,0
784,1.15857,1.22,0.16551,1.70267,0.440134,156,51.6341,-14.7125,145.3778,-1.217647433,1998,4,0.000167504,0,nan,9,46.504,0.592,20142,Torres Strait & Great Barrier Reef,8.86531,0.99,0,0,0
786,0.951429,1.22,0.158571,1.63933,0.429121,157,56.5706,-14.4463,145.4094,-14.19333267,1998,4,0.000167504,0,nan,23,47.198,0.348,20142,Torres Strait & Great Barrier Reef,8.66416,0.99,0,0,0
791,0.780001,1.18,0.156,1.676,0.435575,149,57.3709,-14.4541,145.4799,-12.05809307,1998,4,0.000167504,0,nan,21,46.05,0.308,20142,Torres Strait & Great Barrier Reef,8.66416,0.99,0,0,0
792,1.27572,1.37,0.182245,1.716,0.443768,162,50.9316,-14.9398,145.4844,-5.323876858,1998,4,0.000167504,0,9.94373,12,45.32,0.616,20142,Torres Strait & Great Barrier Reef,8.91929,0.99,0,0,0
800,1.35286,1.24,0.169107,1.663,0.432393,157,51.8648,-14.8107,145.52,-3.188637495,1998,4,0.000167504,0,nan,2,46.81,0.458,20142,Torres Strait & Great Barrier Reef,8.63225,0.99,0,0,0
804,0.984286,1.29,0.164048,1.66867,0.411653,162,51.5789,-15.0506,145.5312,-18.13531303,1998,4,0.000167504,0,9.28948,17,44.602,0.636,20142,Torres Strait & Great Barrier Reef,8.69811,0.99,0,0,0
806,0.620001,1.14,0.155,1.695,0.44009,145,57.0173,-14.4999,145.5356,-18.29956245,1998,4,0.000167504,0,nan,19,46.49,0.34,20142,Torres Strait & Great Barrier Reef,8.49034,0.99,0,0,0
809,1.23,1.27,0.175714,1.66,0.429883,160,51.9803,-14.8833,145.5583,-2.121017933,1998,4,0.000167504,0,nan,7,45.54,0.546,20142,Torres Strait & Great Barrier Reef,8.63225,0.99,0,0,0
813,0,0.72,0,1.50767,0.324454,146,43.2924,-15.8754,145.573,-3.270762205,1998,4,0.000167504,0,nan,19,43.268,0.53,20142,Torres Strait & Great Barrier Reef,8.72337,0.99,0,0,0
815,0.154286,1.14,0.154286,1.61267,0.382252,157,52.4855,-15.142,145.5751,-15.91794872,1998,4,0.000167504,0,nan,21,45.2,0.526,20142,Torres Strait & Great Barrier Reef,8.69811,0.99,0,0,0
819,0,0.950001,0,1.55133,0.377129,156,50.679,-15.3608,145.585,-13.45421124,1998,4,0.000167504,0,nan,26,45.33,0.91,20142,Torres Strait & Great Barrier Reef,8.6746,0.99,0,0,0
821,0.460001,1.1,0.153334,1.685,0.432257,144,57.4391,-14.5499,145.5879,-15.58945084,1998,4,0.000167504,0,nan,18,45.872,0.302,20142,Torres Strait & Great Barrier Reef,8.49034,0.99,0,0,0
822,0,0.94,0,1.53567,0.359082,155,49.3978,-15.4286,145.6128,-19.44930649,1998,4,0.000167504,0,nan,32,44.9,0.698,20142,Torres Strait & Great Barrier Reef,8.6746,0.99,0,0,0
824,0.145714,1.06,0.145714,1.61267,0.381952,156,51.7892,-15.1997,145.6152,-5.406001568,1998,4,0.000167504,0,nan,27,45.2,0.526,20142,Torres Strait & Great Barrier Reef,8.69811,0.99,0,0,0
826,0,0.86,0,1.56,0.353973,156,49.3277,-15.5048,145.6171,-2.038893223,1998,4,0.000167504,0,nan,32,43.468,0.606,20142,Torres Strait & Great Barrier Reef,8.78339,0.99,0,0,0
828,0.607143,1.1,0.151786,1.655,0.423905,151,56.8795,-14.6006,145.622,-19.94205475,1998,4,0.000167504,0,nan,18,44.612,0.368,20142,Torres Strait & Great Barrier Reef,8.49034,0.99,0,0,0
829,0,0.870001,0,1.57567,0.356498,162,48.9823,-15.61,145.626,-19.5314312,1998,4,0.000167504,0,nan,30,43.364,0.764,20142,Torres Strait & Great Barrier Reef,8.78339,0.99,0,0,0
833,0.598571,1.07,0.149643,1.63,0.403178,151,57.1788,-14.6452,145.6458,-17.31406784,1998,4,0.000167504,0,nan,19,45.52,0.422,20142,Torres Strait & Great Barrier Reef,8.49034,0.99,0,0,0
836,0,0.840001,0,1.557,0.352947,160,49.474,-15.5599,145.6502,-3.927758932,1998,4,0.000167504,0,nan,35,45.248,0.58,20142,Torres Strait & Great Barrier Reef,8.78339,0.99,0,0,0
840,0,0.660001,0,1.496,0.338425,154,47.4765,-15.9072,145.6571,-1.299772024,1998,4,0.000167504,0,nan,25,43.436,0.508,20142,Torres Strait & Great Barrier Reef,8.72337,0.99,0,0,0
842,0,0.750001,0,1.45767,0.339863,127,45.8306,-16.125,145.667,-9.72949791,1998,4,0.000167504,0,nan,21,43.874,0.682,20142,Torres Strait & Great Barrier Reef,8.08334,0.99,0,0,0
843,0,0.8,0,1.491,0.340827,154,51.6094,-15.4629,145.6751,-1.956768751,1998,4,0.000167504,0,nan,39,46.194,0.556,20142,Torres Strait & Great Barrier Reef,8.6746,0.99,0,0,0
844,0,0.8,0,1.491,0.340827,154,51.6094,-15.4629,145.6751,-1.956768751,1998,4,0.000167504,0,nan,39,46.194,0.556,20142,Torres Strait & Great Barrier Reef,8.6746,0.99,0,0,0
845,0.954286,1.16,0.159048,1.59867,0.402934,157,55.8843,-14.9324,145.6809,-1.546145797,1998,4,0.000167504,0,nan,21,44.992,0.456,20142,Torres Strait & Great Barrier Reef,8.63225,0.99,0,0,0
847,0,0.780001,0,1.47767,0.341867,125,46.7443,-16.195,145.6954,-11.75666809,1998,4,0.000167504,0,nan,23,43.352,0.736,20142,Torres Strait & Great Barrier Reef,8.08334,0.99,0,0,0
850,0.920001,1.09,0.153333,1.645,0.394226,153,56.6252,-14.8,145.717,-3.270762205,1998,4,0.000167504,0,nan,21,43.516,0.592,20142,Torres Strait & Great Barrier Reef,8.63225,0.99,0,0,0
853,0,0.92,0,1.449,0.349263,132,50.9646,-16.8745,146.2147,-13.83500576,1998,4,0.000167504,0,nan,23,42.934,0.348,20143,Torres Strait & Great Barrier Reef,7.47026,0.99,0,0,0
855,0,0.93,0,1.43033,0.337444,124,49.8456,-16.9167,146.2475,-16.77986717,1998,4,0.000167504,0,nan,26,42.934,0.348,20143,Torres Strait & Great Barrier Reef,7.47026,0.99,0,0,0
857,1.80571,1.35,0.0859864,1.49,0.374911,152,47.5436,-17.7423,146.5018,-7.419210911,1998,4,0.000167504,0,nan,39,39.182,0.586,20143,Torres Strait & Great Barrier Reef,6.22887,0.99,0,0,0
861,1.94571,1.36,0.0926531,1.48,0.371494,155,46.7189,-17.8338,146.5482,-2.377474546,1998,4,0.000167504,0,nan,42,41.44,1.342,20143,Torres Strait & Great Barrier Reef,6.22887,0.99,0,0,0
865,3.57857,1.54,0.137637,1.66258,0.403803,159,47.3677,-18.3244,146.7442,-14.28455353,1998,4,0.000167504,0,nan,36,42.224,0.654,20143,Torres Strait & Great Barrier Reef,5.98283,0.99,0,0,0
873,0.488572,1.23,0.0977144,1.24065,0.298126,153,50.8174,-18.4114,147.4527,-3.611090899,1998,4,0.000167504,0,nan,89,42.52,0.32,20143,Torres Strait & Great Barrier Reef,6.5847,0.99,0,0,0
875,0.918573,1.26,0.0353297,1.26774,0.283326,151,50.3214,-18.4364,147.5229,-3.182006836,1998,4,0.000167504,0,nan,94,41.61,0.332,20143,Torres Strait & Great Barrier Reef,6.68607,0.99,0,0,0
877,1.69429,1.2,0.0806803,1.29258,0.305547,140,45.8796,-18.7999,147.5294,-0.178419322,1998,4,0.000167504,0,nan,58,43.45,0.464,20143,Torres Strait & Great Barrier Reef,6.6231,0.99,0,0,0
879,0.477143,1.25,0.019881,1.26484,0.277509,153,50.8557,-18.5095,147.5394,-4.844707012,1998,4,0.000167504,0,nan,89,43.098,0.434,20143,Torres Strait & Great Barrier Reef,6.6566,0.99,0,0,0
881,0.307143,1.17,0.013961,1.17903,0.29022,136,48.9298,-18.6409,147.594,-14.98181534,1998,4,0.000167504,0,nan,76,42.33,0.49600002,20143,Torres Strait & Great Barrier Reef,6.6566,0.99,0,0,0
887,0.311429,1.08,0.0183193,1.26936,0.284723,118,43.0716,-18.9666,147.7046,-18.68266487,1998,4,0.000167504,0,nan,49,43.246,0.544,20143,Torres Strait & Great Barrier Reef,6.6231,0.99,0,0,0
889,0.144286,0.980001,0.144286,1.273,0.287764,117,44.8099,-18.9167,147.7417,-18.25358009,1998,4,0.000167504,0,nan,56,43.814,0.448,20143,Torres Strait & Great Barrier Reef,6.6231,0.99,0,0,0
891,1.13857,1.18,0.162653,1.58433,0.310096,132,45.8122,-19.0379,147.9339,-4.6301651,1998,4,0.000167504,0,nan,63,43.558,0.544,20143,Torres Strait & Great Barrier Reef,6.72264,0.99,0,0,0
893,0.941428,1.13,0.13449,1.58867,0.307071,149,48.9982,-19.073,148.0778,-1.741561472,1998,4,0.000167504,0,nan,73,43.89,0.418,20143,Torres Strait & Great Barrier Reef,6.75022,0.99,0,0,0
895,2.02286,1.46,0.091948,1.57,0.343344,140,42.0366,-19.2995,148.0781,-17.65217304,1998,4,0.000167504,0,nan,53,42.046,0.454,20143,Torres Strait & Great Barrier Reef,6.7486,0.99,0,0,0
897,2.33857,1.66,0.106299,1.75,0.346816,140,41.1408,-19.3854,148.0868,-5.974756002,1998,4,0.000167504,0,nan,45,42.85,0.474,20143,Torres Strait & Great Barrier Reef,6.7486,0.99,0,0,0
899,0.727144,1.06,0.103878,1.623,0.319491,163,50.9012,-19.065,148.1803,-18.9097662,1998,4,0.000167504,0,nan,81,45.082,0.406,20143,Torres Strait & Great Barrier Reef,6.75022,0.99,0,0,0
905,3.44429,1.62,0.127566,1.6729,0.336571,151,44.9235,-19.7295,148.3633,-2.116299868,1998,4,0.000167504,0,nan,28,43.596,0.562,20143,Torres Strait & Great Barrier Reef,6.8098,0.99,0,0,0
907,0,0.930001,0,1.74033,0.353731,154,48.5579,-19.2628,148.5497,-2.217639208,1998,4,0.000167504,0,nan,79,44.716,0.698,20143,Torres Strait & Great Barrier Reef,6.70115,0.99,0,0,0
909,0.142857,0.890001,0.142857,1.73033,0.366452,143,41.9328,-19.4305,148.6597,-16.42661858,1998,4,0.000167504,0,nan,64,43.674,0.73,20143,Torres Strait & Great Barrier Reef,6.70115,0.99,0,0,0
911,0.147143,1.03,0.147143,1.897,0.405387,149,46.5174,-19.4017,148.7775,-4.781240702,1998,4,0.000167504,0,nan,71,41.288,0.562,20143,Torres Strait & Great Barrier Reef,6.64188,0.99,0,0,0
921,0.445715,1.07,0.111429,1.77323,0.323961,135,40.867,-20.26,148.8371,-1.869718552,1998,4,0.000167504,0,6.45554,-1,43.864,0.782,20143,Torres Strait & Great Barrier Reef,5.82938,0.99,0,0,0
922,0.445715,1.07,0.111429,1.77323,0.323961,135,40.867,-20.26,148.8371,-1.869718552,1998,4,0.000167504,0,6.45554,-1,43.864,0.782,20143,Torres Strait & Great Barrier Reef,5.82938,0.99,0,0,0
925,0.142857,1.03,0.142857,1.82633,0.397155,131,40.6529,-19.533,148.8811,-1.361601591,1998,4,0.000167504,0,nan,56,44.106,0.644,20143,Torres Strait & Great Barrier Reef,6.60413,0.99,0,0,0
929,0.142857,1,0,1,0.3,136,42.6765,-20.3218,148.9286,-1.190252066,1998,4,0.000167504,0,5.20702,1,39.374,0.682,20143,Torres Strait & Great Barrier Reef,5.82938,0.99,0,0,0
933,0,0.89,0,1.82633,0.397026,129,40.3466,-19.5634,148.9337,-3.266622543,1998,4,0.000167504,0,nan,53,44.002,0.664,20143,Torres Strait & Great Barrier Reef,6.60413,0.99,0,0,0
943,0,0.82,0,1.78633,0.397701,131,40.4076,-19.5266,148.977,-15.46331024,1998,4,0.000167504,0,nan,58,44.982,0.528,20143,Torres Strait & Great Barrier Reef,6.60413,0.99,0,0,0
944,0,0.82,0,1.78633,0.397701,131,40.4076,-19.5266,148.977,-15.46331024,1998,4,0.000167504,0,nan,58,44.982,0.528,20143,Torres Strait & Great Barrier Reef,6.60413,0.99,0,0,0
955,0.598572,1.08,0.0187054,1.79,0.402698,148,47.292,-20.3083,149.0967,-12.96302223,1998,4,0.000167504,0,7.88855,0,39.858,0.66,20143,Torres Strait & Great Barrier Reef,6.20188,0.99,0,0,0
965,1.33143,1.32,0.0493122,1.99,0.429223,150,45.6008,-20.5378,149.1149,-6.939637661,1998,4,0.000167504,0,7.27001,1,39.842,0.714,20143,Torres Strait & Great Barrier Reef,5.89527,0.99,0,0,0
970,1.28,1.31,0.0387879,1.74,0.387286,157,49.848,-20.2406,149.1539,-4.148186207,1998,4,0.000167504,0,nan,3,41.21,0.66000003,20143,Torres Strait & Great Barrier Reef,6.20188,0.99,0,0,0
977,0.154286,1.08,0.154286,1.675,0.389138,126,38.9899,-19.6881,149.1914,-10.84842968,1998,4,0.000167504,0,nan,48,41.396,1.332,20143,Torres Strait & Great Barrier Reef,6.5605,0.99,0,0,0
981,0.475714,1.26,0.158571,1.695,0.389419,130,39.2965,-19.7636,149.2321,-3.735709667,1998,4,0.000167504,0,nan,43,41.2,0.704,20143,Torres Strait & Great Barrier Reef,6.50378,0.99,0,0,0
983,0.485715,1.29,0.161905,1.68,0.391401,124,39.4705,-19.7516,149.3052,-0.980331719,1998,4,0.000167504,0,nan,49,41.654,0.734,20143,Torres Strait & Great Barrier Reef,6.39082,0.99,0,0,0
985,0.488572,1.3,0.162857,1.655,0.393563,125,39.7476,-19.7621,149.365,-2.19782424,1998,4,0.000167504,0,nan,53,41.654,0.734,20143,Torres Strait & Great Barrier Reef,6.39082,0.99,0,0,0
991,0.784286,1.34,0.0280102,1.655,0.395038,134,40.8643,-19.7464,149.4867,-6.491087914,1998,4,0.000167504,0,nan,64,43.256,0.742,20143,Torres Strait & Great Barrier Reef,6.39082,0.99,0,0,0
993,1.45429,1.46,0.0484762,1.59966,0.359715,129,37.3977,-19.8763,149.5818,-4.69688797,1998,4,0.000167504,0,nan,59,42.132,0.784,20143,Torres Strait & Great Barrier Reef,6.33744,0.99,0,0,0
995,1.86857,1.34,0.0692064,1.845,0.454738,160,47.4605,-20.8667,149.6,-2.710452795,1998,4,0.000167504,0,nan,0,43.538,0.636,20143,Torres Strait & Great Barrier Reef,5.91745,0.99,0,0,0
996,1.51572,1.48,0.0505238,1.62586,0.334656,123,35.0916,-20.0096,149.7242,-2.325981379,1998,4,0.000167504,0,nan,63,40.73,0.76,20143,Torres Strait & Great Barrier Reef,6.17656,0.99,0,0,0
998,1.12,1.26,0.0414815,1.98233,0.491534,144,46.1937,-20.95,149.7367,-17.25628471,1998,4,0.000167504,0,nan,6,40.76,0.544,20143,Torres Strait & Great Barrier Reef,5.91745,0.99,0,0,0
1000,0.742857,1.14,0.0275132,1.98233,0.483201,137,44.2082,-21.0182,149.8969,-2.694548607,1998,4,0.000167504,0,nan,0,41.452,0.598,20143,Torres Strait & Great Barrier Reef,5.85285,0.99,0,0,0
1002,2.25715,1.5,0.0564286,1.61367,0.387832,145,41.3717,-20.5602,149.9276,-1.172567368,1998,4,0.000167504,0,nan,38,42.348,0.56,20143,Torres Strait & Great Barrier Reef,5.93989,0.99,0,0,0
1004,0.805714,1.18,0.0277833,1.49,0.326819,144,38.2118,-20.1327,149.9391,-1.813352942,1998,4,0.000167504,0,nan,76,41.256,0.7,20143,Torres Strait & Great Barrier Reef,6.16575,0.99,0,0,0
1008,0.634286,1.16,0.0226531,1.48,0.312218,152,39.4645,-20.1198,150.0117,-12.70670795,1998,4,0.000167504,0,nan,82,41.386,0.63,20143,Torres Strait & Great Barrier Reef,6.1529,0.99,0,0,0
1010,1.63286,1.45,0.0583163,1.65133,0.389409,141,40.2906,-20.5673,150.0499,-8.221208572,1998,4,0.000167504,0,nan,49,41.744,0.566,20143,Torres Strait & Great Barrier Reef,5.94432,0.99,0,0,0
1012,0.977143,1.24,0.0336946,1.57,0.368236,141,38.7985,-20.3524,150.0681,-4.5046525,1998,4,0.000167504,0,nan,64,40.656,0.92,20143,Torres Strait & Great Barrier Reef,6.04019,0.99,0,0,0
1014,1.15714,1.37,0.0462857,1.88533,0.427464,143,42.9794,-20.9623,150.0797,-0.403624684,1998,4,0.000167504,0,nan,18,40.76,0.64,20143,Torres Strait & Great Barrier Reef,5.87756,0.99,0,0,0
1017,0.817143,1.32,0.0326857,1.77767,0.444243,147,44.2961,-21.0268,150.081,-1.108488798,1998,4,0.000167504,0,nan,18,41.606,0.6,20143,Torres Strait & Great Barrier Reef,5.83592,0.99,0,0,0
1021,0.811429,1.18,0.0279803,1.59,0.375167,147,39.9479,-20.2988,150.1029,-4.056102276,1998,4,0.000167504,0,nan,72,41.196,0.674,20143,Torres Strait & Great Barrier Reef,6.04019,0.99,0,0,0
1023,1.01143,1.45,0.0361224,1.70667,0.389959,138,40.7466,-20.5724,150.126,-3.799788237,1998,4,0.000167504,0,nan,53,41.3,0.656,20143,Torres Strait & Great Barrier Reef,5.94432,0.99,0,0,0
1025,0.825715,1.23,0.0284729,1.63,0.384249,147,41.041,-20.3435,150.1329,-1.685195804,1998,4,0.000167504,0,nan,70,40.656,0.92,20143,Torres Strait & Great Barrier Reef,6.04019,0.99,0,0,0
1026,0.825715,1.23,0.0284729,1.63,0.384249,147,41.041,-20.3435,150.1329,-1.685195804,1998,4,0.000167504,0,nan,70,40.656,0.92,20143,Torres Strait & Great Barrier Reef,6.04019,0.99,0,0,0
1027,1.53857,1.46,0.0384643,1.77133,0.382841,135,40.05,-20.702,150.1841,-2.13374567,1998,4,0.000167504,0,nan,45,43.232,0.7,20143,Torres Strait & Great Barrier Reef,5.94432,0.99,0,0,0
