fid,DHW,maxhs,HIR,SSTA,SSTA_SD,SSTA_freq,SSTA_freq_SD,LAT,LON,Depth,Year,Month,Seve,Seve2,DIST_M,DIST_L,PAR,kd490,ECOREGION,Site,wind,ONI,cyclone_100,cyclone_200,cyclone
23306,1.24572,1.4,0.0204216,1.55517,0.512357,3,50.0359,-14.76455,145.3722333,-6,2014,12,0.000167504,0,nan,12,61.688,0.514,20142,Martin reef,4.14671,0.66,0,0,0
23318,1.35,1.32,0.0221312,1.44936,0.474445,7,52.627,-14.74983333,145.5149833,-6,2014,12,0.000167504,0,nan,8,60.98,0.426,20142,North Direction reef,4.00885,0.66,0,0,0
23391,0.544286,1.5,0.181429,1.82516,0.523342,40,22.8215,-26.7514,153.158,-8,2014,12,0.000167504,0,3.86974,2,49.308,0.62,20202,Currimundi Reef,1.78907,0.66,0,0,0
23393,0.575715,1.59,0.191905,1.88807,0.527529,41,23.0991,-26.8033,153.146,-4,2014,12,0.000167504,0,4.5281,0,51.158,0.254,20202,Kings Beach,1.78907,0.66,0,0,0
23427,0.512857,1.25,0.170952,1.71645,0.423711,94,34.4822,-26.97988889,153.4881667,-8,2015,1,0.333389,1,nan,6,48.686,0.352,20202,Queensland,3.56546,0.55,0,0,0
23437,1.61429,1.26,0.0504465,1.74,0.4511,85,31.927,-27.47202778,153.4099444,-2,2015,1,0.333389,1,0.365172,1,46.856,1.3,20202,Myora Reef - Myora Reef (Fringing reef leeward) Site 1,3.62451,0.55,0,0,0
23438,1.45286,1.23,0.0454018,1.78452,0.470183,88,32.1277,-27.51769444,153.3846111,-2,2015,1,0.999832,3,0.138514,1,48.64,1.496,20202,Goat Island - Goat Island (Fringing reef leeward) Site 1,3.39639,0.55,0,0,0
23441,0.15,1.05,0.15,1.1129,0.383608,39,40.5083,-19.77276667,149.376,-6,2015,1,0.000167504,0,nan,53,58.626,0.664,20143,Reef 19131 reef,2.97609,0.55,0,0,0
23442,0.767144,1.14,0.109592,1.2029,0.402138,41,39.1029,-19.8088,149.4213,-6,2015,1,0.000167504,0,nan,55,58.746,0.652,20143,Reef 19138 reef,2.97609,0.55,0,0,0
23443,0.625714,1.15,0.104286,1.23806,0.369714,38,34.8068,-20.0376,149.69205,-6,2015,1,0.333389,1,nan,59,56.488,0.74,20143,Reef 20104 reef,2.98842,0.55,0,0,0
23449,0.771429,1.14,0.07013,1.35065,0.379401,37,51.1209,-19.80051667,150.16125,-6,2015,1,0.000167504,0,nan,114,56.572,0.54,20143,Rebe reef,3.14585,0.55,0,0,0
23452,0.922857,1.17,0.0838961,1.40065,0.393027,39,51.3571,-19.7436,150.0808,-6,2015,1,0.000167504,0,nan,110,56.534,0.5,20143,Hyde reef,3.14585,0.55,0,0,0
23453,0.947143,1.19,0.118393,1.31097,0.378527,39,50.2805,-19.6641,149.9151667,-6,2015,1,0.000167504,0,nan,101,58.858,0.356,20143,Slate reef,3.10561,0.55,0,0,0
23454,1.48857,1.43,0.165397,1.53839,0.446391,90,48.693,-20.1819,149.0319667,-6,2015,1,0.333389,1,8.1427,0,54.444,0.546,20143,Border reef,2.84127,0.55,0,0,0
23455,1.56572,1.46,0.173968,1.54129,0.472612,79,45.0485,-20.08175,148.8738333,-6,2015,1,0.000167504,0,8.02307,2,56.288,0.566,20143,Langford reef,2.86435,0.55,0,0,0
23473,0.148571,1.04,0.148571,1.13807,0.260113,42,34.1583,-22.00595,152.6668167,-6,2015,1,0.000167504,0,nan,173,54.754,0.656,20143,Chinaman Reef reef,4.08407,0.55,0,0,0
23475,0.147143,1.03,0.147143,1.12194,0.269938,39,32.1026,-22.03203333,152.6183167,-6,2015,1,0.000167504,0,nan,167,55.186,0.684,20143,Horseshoe reef,4.08407,0.55,0,0,0
23486,1.92857,1.54,0.0665025,1.62129,0.485475,84,46.8362,-20.06203333,148.8994,-6,2015,1,0.000167504,0,8.23216,0,56.854,0.484,20143,Hayman reef,2.86435,0.55,0,0,0
23625,1.10286,1.29,0.0275714,1.45552,0.620763,30,51.1654,-16.55536667,146.05,-6,2015,2,0.000167504,0,nan,37,56.642,0.502,20143,Michaelmas reef,4.36625,0.47,0,0,0
23629,0.81,1.29,0.0213158,1.45828,0.620059,29,50.9136,-16.50681667,146.0226667,-6,2015,2,0.333389,1,nan,41,56.208,0.64,20143,Hastings reef,4.36625,0.47,0,0,0
23640,1.49572,1.3,0.0553969,1.44759,0.555762,57,42.75,-16.39021667,145.57095,-6,2015,3,0.000167504,0,nan,12,43.016,1.4580001,20143,Low Isles reef,6.6168,0.53,0,1,1
23644,0.941429,1.26,0.0229617,1.46069,0.517178,30,46.4455,-16.0474,145.6499667,-6,2015,3,0.000167504,0,nan,19,38.546,0.56,20142,Mackay reef,7.67443,0.53,0,1,1
23649,1.59143,1.21,0.0331548,1.56552,0.50895,28,52.1054,-16.04756667,145.8687667,-6,2015,3,0.000167504,0,nan,42,47.358,0.766,20142,Agincourt 1 reef,7.89015,0.53,0,1,1
23665,1.87571,1.53,0.050695,1.78586,0.636405,63,45.9754,-16.77531667,145.9735667,-6,2015,3,0.000167504,0,nan,12,47.172,0.866,20143,Green reef,7.08769,0.53,0,0,1
23674,1.56429,1.49,0.0460084,1.78207,0.633063,59,45.4102,-16.92315,145.9931333,-6,2015,3,0.000167504,0,8.81197,0,48.118,0.882,20143,Fitzroy West LTMP reef,7.08769,0.53,0,0,1
23687,3.00857,1.3,0.0589916,1.6931,0.540096,74,46.8958,-18.47873333,146.87865,-6,2015,3,0.333389,1,nan,35,50.972,0.698,20143,Rib reef,6.36519,0.53,0,0,1
23693,2.23286,1.3,0.0446571,1.63759,0.574079,68,47.7462,-18.6292,147.0814667,-6,2015,3,0.333389,1,nan,44,52.322,0.63,20143,John Brewer reef,6.57764,0.53,0,0,1
23775,0.161429,1.13,0.161429,1.16097,0.500071,3,56.6747,-10.05274,143.10052,-2.966666667,2015,4,0.000167504,0,nan,3,46.776,1.324,20142,Torres Strait,7.01747,0.7,0,0,0
23780,0.698572,0.880001,0.232857,0.920324,0.405815,72,41.1147,-22.651955,113.627608,-2.96407032,2015,4,0.000167504,0,nan,5,36.828,0.572,20145,Ningaloo Marine Park,4.33226,0.7,0,0,1
23781,0.144286,1.01,0.144286,1.04226,0.506153,2,56.2438,-10.04886,143.06123,-2.666666667,2015,4,0.000167504,0,nan,2,46.328,1.864,20142,Torres Strait,7.01747,0.7,0,0,0
23782,0.161429,1.13,0.161429,1.16097,0.500071,3,56.6747,-10.06168,143.09801,-4.066666667,2015,4,0.000167504,0,nan,3,46.328,1.864,20142,Torres Strait,7.01747,0.7,0,0,0
23785,0.151429,1.06,0.151429,1.08839,0.501299,1,54.248,-9.74681,143.40359,-3.866666667,2015,4,0.000167504,0,nan,2,46.52,0.616,20142,Torres Strait,6.7197,0.7,0,0,0
23786,0.144286,1.01,0.144286,1.04226,0.506153,2,56.2438,-10.05943,143.06514,-3.033333333,2015,4,0.000167504,0,nan,0,46.328,1.864,20142,Torres Strait,7.01747,0.7,0,0,0
23787,0,0.910001,0,0.939677,0.4923,0,54.4597,-9.72931,143.452,-2.5,2015,4,0.000167504,0,nan,2,46.154,0.62,20142,Torres Strait,6.7197,0.7,0,0,0
23793,0.151429,1.06,0.151429,1.08839,0.501299,1,54.248,-9.76596,143.4071,-3.166666667,2015,4,0.000167504,0,nan,3,46.52,0.616,20142,Torres Strait,6.7197,0.7,0,0,0
23814,0,0.770001,0,0.858065,0.463766,1,53.3499,-9.58379,143.75508,-3,2015,4,0.333389,1,nan,0,45.09,0.548,20142,Torres Strait,6.3088,0.7,0,0,0
23815,0.147143,0.940001,0.147143,1.08581,0.495751,3,54.3275,-9.50349,143.5885,-2.666666667,2015,4,0.000167504,0,nan,11,40.476,0.574,20142,Torres Strait,6.40503,0.7,0,0,0
23816,0.148571,0.8,0.148571,0.888064,0.462924,0,52.7947,-9.57918,143.78674,-2.333333333,2015,4,0.000167504,0,nan,1,45.09,0.548,20142,Torres Strait,6.3088,0.7,0,0,0
23817,0.148571,0.8,0.148571,0.888064,0.462924,0,52.7947,-9.59484,143.79283,-3.5,2015,4,0.000167504,0,nan,2,45.09,0.548,20142,Torres Strait,6.3088,0.7,0,0,0
23818,0,0.930001,0,0.988388,0.501146,2,54.378,-9.5298,143.51799,-2.466666667,2015,4,0.000167504,0,nan,5,42.402,0.626,20142,Torres Strait,6.40503,0.7,0,0,0
23821,0,0.770001,0,0.858065,0.463766,1,53.3499,-9.57925,143.77151,-2.866666667,2015,4,0.000167504,0,nan,1,45.09,0.548,20142,Torres Strait,6.3088,0.7,0,0,0
23916,2.60572,1.46,0.0388913,2.13484,0.612475,101,40.6936,-18.83568333,146.5373667,-6,2015,4,0.000167504,0,9.15262,0,43.974,1.242,20143,Havannah North reef,4.87586,0.7,0,0,0
23942,2.45,1.52,0.0340278,1.9131,0.483107,32,50.9985,-16.80483333,146.1981167,-6,2015,4,0.000167504,0,nan,24,43.666,0.628,20143,Thetford reef,6.89843,0.7,0,0,0
23944,1.89857,1.22,0.0267404,1.60621,0.442953,29,52.4051,-16.21091667,145.9062,-6,2015,4,0.000167504,0,nan,44,45.578,0.626,20142,Opal 2 reef,7.16558,0.7,0,0,0
24003,3.68429,1.53,0.0357698,1.65241,0.398716,49,49.838,-18.25716667,147.3812667,-6,2015,5,0.000167504,0,nan,91,37.26,0.288,20143,Myrmidon reef,7.03602,0.93,0,0,0
24004,2.15286,1.33,0.0213154,1.71379,0.423851,57,45.9817,-18.81731667,147.6662167,-6,2015,5,0.333389,1,nan,61,38.572,0.566,20143,Davies reef,7.02128,0.93,0,0,0
24013,2.51429,1.25,0.0248939,1.58103,0.406814,56,49.9943,-18.66045,147.7217,-6,2015,5,0.333389,1,nan,79,38.442,0.396,20143,Chicken reef,7.14573,0.93,0,0,0
24018,3.25715,1.29,0.0316228,1.60793,0.392838,46,50.8174,-18.40555,147.4519,-6,2015,5,0.000167504,0,nan,89,38.336,0.316,20143,Dip reef,7.03602,0.93,0,0,0
24035,2.04572,1.4,0.0258951,2.15839,0.585955,95,40.1782,-18.8125,146.4274167,-6,2015,5,0.000167504,0,nan,11,37.89,1.624,20143,Pandora North reef,3.61346,0.93,0,0,0
24053,1.68571,1.37,0.0132733,2.44032,0.753445,76,36.346,-23.24178333,150.8744833,-5,2015,5,0.000167504,0,7.22884,3,34.906,1.934,20143,Pelican reef,4.02009,0.93,0,0,0
24054,1.41572,1.43,0.014595,2.29613,0.670891,76,37.6706,-23.21626667,150.9634,-5,2015,5,0.000167504,0,4.60548,0,35.994,1.498,20143,Keppels South reef,4.34594,0.93,0,0,0
24056,1.68571,1.37,0.0132733,2.44032,0.753445,76,36.346,-23.24205,150.8741833,-2,2015,5,0.000167504,0,7.18845,3,34.906,1.934,20143,Pelican reef,4.02009,0.93,0,0,0
24065,1.38714,1.42,0.0143005,2.28613,0.671651,75,37.8124,-23.1639,150.92055,-2,2015,5,0.000167504,0,3.41718,0,35.55,1.808,20143,Middle reef,4.34594,0.93,0,0,0
24067,2.03286,1.4,0.0160068,2.42323,0.740736,79,36.1532,-23.34168333,150.9368667,-2,2015,5,0.000167504,0,nan,8,35.926,2.1,20143,Peak reef,4.02009,0.93,0,0,0
24072,1.48143,1.44,0.07797,2.16129,0.686543,86,40.4835,-23.15748333,151.0704667,-2,2015,5,0.000167504,0,nan,3,34.814,0.802,20143,Barren reef,5.0191,0.93,0,0,0
24082,1.41286,1.45,0.0145656,2.25613,0.651435,78,38.5087,-23.08645,150.9017333,-2,2015,5,0.000167504,0,nan,0,35.14,1.634,20143,North Keppel reef,4.34594,0.93,0,0,0
24159,3.56,1.6,0.0434147,2.20484,0.643616,96,41.6193,-19.15678333,146.8622,-5,2015,5,0.000167504,0,3.80368,0,39.198,0.586,20143,Magnetic reef,5.69382,0.93,0,0,0
24403,2.07429,1.39,0.0252962,2.20774,0.548595,93,43.1642,-18.56906667,146.4820167,-5,2015,6,0.000167504,0,1.82301,0,28.634,0.58,20143,Palms West reef,5.7252,1.18,0,0,0
26266,0,0.96,0,1.16,0.336295,82,35.7892,-23.53651667,151.7496833,-6,2015,10,0.000167504,0,nan,2,53.788,0.426,20143,Mast Head reef,6.31598,2.42,0,0,0
26298,0,0.92,0,1.08,0.323052,78,35.423,-23.50018333,151.7747167,-6,2015,10,0.000167504,0,nan,6,53.73,0.53,20143,Erskine reef,6.3702,2.42,0,0,0
26301,0,1,0,1.08828,0.269991,75,38.675,-23.25738333,151.94255,-6,2015,10,0.000167504,0,nan,24,56.178,0.454,20143,Broomfield reef,6.51666,2.42,0,0,0
26320,0,0.960001,0,1.04828,0.27044,67,37.2384,-23.1778,151.9086167,-6,2015,10,0.000167504,0,nan,23,55.958,0.488,20143,North Reef North reef,6.61143,2.42,0,0,0
26332,0.334286,1.22,0.0477551,1.58133,0.441354,85,31.927,-27.47202778,153.4099444,-1,2015,10,0.000167504,0,0.365172,1,49.764,0.906,20202,Myora Reef - Myora Reef (Reef flat) Site 2,3.28083,2.42,0,0,0
26333,0.484286,1.25,0.0691837,1.37097,0.502975,2,56.2438,-10.04886,143.06123,-4.1,2015,10,0.000167504,0,nan,2,53.562,0.522,20142,Torres Strait,8.87008,2.42,0,0,0
26392,0.222857,1.56,0.222857,1.67129,0.460535,0,54.4597,-9.72931,143.452,-2.333333333,2015,10,0.000167504,0,nan,2,54.288,0.654,20142,Torres Strait,8.77204,2.42,0,0,0
26393,0.217143,1.52,0.217143,1.62645,0.469786,1,54.248,-9.76596,143.4071,-4.8,2015,10,0.000167504,0,nan,3,54.372,0.668,20142,Torres Strait,8.77204,2.42,0,0,0
26403,0.5,1.39,0.0555556,1.4529,0.498327,3,54.3275,-9.50872,143.59938,-3.33,2015,10,0.000167504,0,nan,12,53.732,0.664,20142,Torres Strait,8.6288,2.42,0,0,0
26405,0.494286,1.42,0.0549207,1.49258,0.490311,4,54.1892,-9.51394,143.50819,-4.666666667,2015,10,0.000167504,0,nan,5,52.69,0.764,20142,Torres Strait,8.6288,2.42,0,0,0
26442,0.347143,1.39,0.0433929,1.4529,0.476646,1,53.3499,-9.58379,143.75508,-4,2015,10,0.000167504,0,nan,0,56.772,0.538,20142,Torres Strait,8.53881,2.42,0,0,0
26444,0.151429,1.06,0.151429,1.25467,0.31269,104,37.6686,-23.74591667,152.2746833,-6,2015,10,0.000167504,0,nan,59,55.418,0.346,20143,Boult reef,6.38852,2.42,0,0,0
26454,0.304286,1.08,0.0160151,1.28933,0.317503,108,37.4664,-23.79668333,152.2971333,-6,2015,10,0.000167504,0,nan,57,54.586,0.478,20143,Hoskyn Islands reef,6.38852,2.42,0,0,0
26484,0.165714,1.16,0.165714,1.18903,0.375776,0,53.4246,-9.92127,144.03874,-3.5,2015,10,0.000167504,0,nan,0,55.252,0.6,20142,Torres Strait,8.45469,2.42,0,0,0
26485,0.75143,1.1,0.0395489,1.28933,0.323945,108,37.5724,-23.84866667,152.3723833,-6,2015,10,0.000167504,0,nan,60,53.2,0.374,20143,Fairfax Islands reef,6.38852,2.42,0,0,0
26508,0.761429,1.11,0.0400752,1.314,0.325704,109,37.2465,-23.89088333,152.4197833,-6,2015,10,0.000167504,0,nan,61,52.468,0.378,20143,Lady Musgrave reef,6.38852,2.42,0,0,0
26509,0.165714,1.16,0.165714,1.18903,0.375776,0,53.4246,-9.91024,144.04335,-5,2015,10,0.000167504,0,nan,0,55.252,0.6,20142,Torres Strait,8.45469,2.42,0,0,0
26579,0,0.790001,0,1.354,0.450493,57,24.1312,-26.645,153.1608056,-9,2015,10,0.000167504,0,6.05083,5,48.058,0.41,20202,Inner Gneerings - The Caves (Other) Site 2,2.71536,2.42,0,0,0
26580,0,0.750001,0,1.33667,0.441914,51,22.2764,-26.61502778,153.1129444,-10,2015,10,0.000167504,0,2.57534,2,43.394,0.328,20202,Queensland,2.71536,2.42,0,0,0
27111,0,0.900001,0,1.006,0.307973,84,37.1094,-23.44380556,151.9133056,-2,2015,11,0.000167504,0,nan,22,60.194,0.528,20143,Heron Reef- Research Zone (Reef flat) Site 1,3.32696,2.57,0,0,0
27197,0,0.500001,0,1.618,0.525723,67,28.1408,-25.24688333,152.79885,-4,2015,12,0.000167504,0,1.89033,2,62.546,0.758,20202,"Hervey Bay Area, SE Queensland",4.70112,2.64,0,0,0
27227,0,0.800001,0,1.09133,0.4182,62,23.0991,-26.80333333,153.1455556,-4,2015,12,0.000167504,0,4.50572,0,37.57,0.72,20202,"Queensland,",2.96705,2.64,0,0,0
27262,0,0.920001,0,1.02807,0.360582,31,17.7932,-27.93972222,153.4208333,-2,2015,12,0.000167504,0,1.06932,1,47.638,0.224,20202,Queensland,2.83366,2.64,0,0,0
27308,0.758572,1.12,0.0379286,1.28483,0.326785,169,41.0521,-21.11053333,152.5435,-6,2016,1,0.333389,1,nan,213,58.22,0.276,20143,Reef 21278 reef,3.55357,2.48,0,0,0
27312,0,0.9,0,0.94129,0.274559,167,39.8831,-21.30031667,152.4424833,-6,2016,1,0.333389,1,nan,195,59.452,0.364,20143,Reef 21245 reef,3.31873,2.48,0,0,0
27316,0,0.92,0,0.963871,0.259707,164,39.8978,-21.33428333,152.5655667,-6,2016,1,0.333389,1,nan,205,60.398,0.444,20143,Reef 21296 reef,3.41498,2.48,0,0,0
27318,0,0.93,0,0.973871,0.255808,154,37.7527,-21.4287,152.5817667,-6,2016,1,0.333389,1,nan,204,60.518,0.406,20143,Reef 21302 reef,3.41498,2.48,0,0,0
27322,0.464286,1.11,0.0580357,1.29035,0.45733,105,34.4822,-26.9775,153.4838889,-10,2016,1,0.333389,1,nan,6,52.954,0.58,20202,Queensland,2.61036,2.48,0,0,0
27324,0,0.910001,0,0.966898,0.255652,143,35.857,-21.5403,152.5473833,-6,2016,1,0.333389,1,nan,196,61.936,0.418,20143,Reef 21558 reef,3.26907,2.48,0,0,0
27325,0.175714,1.23,0.175714,1.28871,0.309075,114,30.7175,-21.8743,152.5226333,-6,2016,1,0.333389,1,nan,178,61.306,0.754,20143,Small Lagoon reef,3.1822,2.48,0,0,0
27344,0.348572,1.36,0.174286,1.42323,0.324759,138,36.1971,-21.9628,152.3080333,-6,2016,1,0.333389,1,nan,159,60.356,0.508,20143,Reef 21550 reef,3.13463,2.48,0,0,0
27346,0.348572,1.37,0.174286,1.43774,0.33748,119,30.3956,-22.00395,152.4634667,-6,2016,1,0.333389,1,nan,162,60.682,0.502,20143,Reef 22084 reef,3.1448,2.48,0,0,0
27348,0.352857,1.38,0.176429,1.44323,0.321715,122,31.8168,-21.9573,152.6101833,-6,2016,1,0.333389,1,nan,175,60.344,0.736,20143,Jenkins reef,3.1822,2.48,0,0,0
27357,0.52,1.47,0.173333,1.54226,0.323249,132,34.1583,-21.9903,152.6529,-6,2016,1,0.333389,1,nan,173,60.344,0.642,20143,Wade reef,3.15247,2.48,0,0,0
27362,0.627143,1.22,0.0330075,1.31936,0.310428,165,42.9099,-21.45628333,151.4654,-6,2016,1,0.333389,1,nan,97,60.404,0.572,20143,Reef 21139 reef,3.04259,2.48,0,0,0
27363,0,0.750001,0,0.977588,0.419406,46,22.2764,-26.61502778,153.1129444,-6,2016,1,0.333389,1,2.76487,2,54.916,0.32,20202,Queensland,1.90926,2.48,0,0,0
27380,0,0.900001,0,0.999311,0.341914,89,37.1094,-23.444513,151.920067,-1.9,2016,1,0.000167504,0,nan,22,58.91,0.628,20143,Heron Island Reef,3.56366,2.48,0,0,0
27432,1.33143,2.21,0.0359846,2.64258,0.534037,27,43.2087,-32.01677778,115.5168333,-0.752149105,2016,2,0.333389,1,nan,0,57.332,0.432,20209,Rottnest Island,4.50191,2.14,0,0,0
27471,0.331429,1.22,0.0473469,1.38069,0.436683,96,32.1277,-27.51769444,153.3846111,-1,2016,2,0.000167504,0,0.138514,1,56.206,1.596,20202,Goat Island - Goat Island (Fringing reef leeward) Site 1,5.43459,2.14,0,0,0
27563,0.664286,1.32,0.166072,1.44,0.305782,7,37.0633,-34.42126944,119.393175,-19.03479958,2016,3,0.333389,1,nan,1,30.266,0.496,20209,Bremer Bay,3.30906,1.58,0,0,0
27595,1.29429,1.41,0.0323571,2.07645,0.481815,130,39.0663,-27.39666667,153.5569444,-10,2016,3,0.333389,1,nan,4,47.584,0.418,20202,Queensland,5.66847,1.58,0,0,0
27611,0.465715,1.19,0.027395,1.53419,0.297654,173,42.0578,-21.02656667,150.8537833,-6,2016,3,0.000167504,0,nan,79,47.426,0.81,20143,Reef 21062 reef,7.19683,1.58,0,0,0
27616,0.612858,1.17,0.0340477,1.50419,0.293361,176,42.1954,-21.057,150.7843167,-6,2016,3,0.000167504,0,nan,71,47.052,0.75,20143,Reef 21064 reef,7.19683,1.58,0,0,0
27624,0.297143,1.06,0.0165079,1.53839,0.357858,174,47.1012,-21.40853333,151.6384333,-6,2016,3,0.333389,1,nan,114,50.266,1.036,20143,Reef 21187 reef,7.19597,1.58,0,0,0
27634,0,0.820001,0,1.79645,0.491595,56,22.8215,-26.75166667,153.1578611,-8,2016,3,0.333389,1,3.87096,2,44.296,0.692,20202,Currimundi Reef - Currimundi Reef (Other) Site 3,3.68662,1.58,0,0,0
27640,0.648571,1.23,0.0810714,2.07355,0.515805,114,34.4967,-27.40069444,153.4373333,-6,2016,3,0.000167504,0,0.588101,0,44.736,1.266,20202,Amity Point - Amity Point (Back reef slope ) Site 1,5.15664,1.58,0,0,0
27649,0.83,1.23,0.0436842,1.39742,0.29617,181,41.2036,-20.92408333,150.5581667,-6,2016,3,0.333389,1,nan,67,45.718,0.676,20143,Pompey 1 reef,7.109,1.58,0,0,0
27656,0.841429,1.24,0.0442857,1.44484,0.286408,182,41.3154,-20.99568333,150.5323,-6,2016,3,0.333389,1,nan,61,47.456,0.882,20143,Pompey 2 reef,7.01793,1.58,0,0,0
27661,0.694286,1.44,0.173572,1.55742,0.312111,173,42.7284,-20.96635,150.9270333,-6,2016,3,0.333389,1,nan,88,46.932,0.802,20143,Reef 20353 reef,7.20816,1.58,0,0,0
27673,0.827143,1.2,0.0435338,1.44968,0.28731,181,41.4958,-21.01378333,150.5950667,-6,2016,3,0.000167504,0,nan,62,46.116,0.712,20143,Reef 21060 reef,7.01793,1.58,0,0,0
27680,0.994286,1.28,0.0523309,1.41032,0.282605,188,40.1976,-21.03255,150.3803,-6,2016,3,0.333389,1,nan,49,46.004,0.654,20143,Reef 21591 reef,6.92889,1.58,0,0,0
27689,1.64857,1.39,0.0610582,1.42586,0.307379,197,42.7774,-20.90166667,150.0289333,-6,2016,3,0.333389,1,nan,17,47.776,0.604,20143,Tern reef,6.91915,1.58,0,0,0
27696,1.83286,1.53,0.0678836,1.57138,0.306322,202,44.2082,-21.00316667,149.8875167,-6,2016,3,0.333389,1,nan,3,46.768,0.636,20143,Penrith reef,7.30076,1.58,0,0,0
27702,12.2786,2.19,0.1682,2.80678,0.536957,172,47.0447,-33.824722,151.263056,-6,2016,3,0.999832,3,5.51279,0,37.006,0.244,20203,"NSW, Mosman",1.6105,1.58,0,0,0
27720,7.17572,1.89,0.115737,2.17586,0.59691,221,47.805,-13.6067009,143.9078674,-6.719995022,2016,3,0.666611,2,nan,24,42.556,0.764,20142,Great Barrier Reef,1.76936,1.58,0,0,1
27721,6.16572,1.79,0.101077,2.27806,0.619328,219,47.2993,-13.90026379,143.9511719,-1.956768751,2016,3,0.666611,2,nan,22,44.414,1.49,20142,Great Barrier Reef,2.05115,1.58,0,0,1
27722,7.47286,1.9,0.122506,2.14035,0.602537,226,48.8036,-13.76087666,143.9617004,-3.927758932,2016,3,0.666611,2,nan,29,43.772,0.866,20142,Great Barrier Reef,2.05115,1.58,0,0,1
27724,8.93857,2.19,0.139665,2.39276,0.4555,243,52.627,-14.74591541,145.5106812,-1.051283836,2016,3,0.666611,2,nan,8,48.538,0.744,20142,Great Barrier Reef,2.8475,1.58,0,0,0
27725,8.72,2.15,0.13625,2.35759,0.463906,238,51.8648,-14.82437229,145.5235748,-9.676480293,2016,3,0.666611,2,nan,2,50.438,0.79,20142,Great Barrier Reef,2.8475,1.58,0,0,0
27726,7.73858,2.11,0.126862,2.35621,0.456681,236,51.5789,-15.04456997,145.5330505,-2.449516296,2016,3,0.666611,2,9.29691,17,47.56,0.75,20142,Great Barrier Reef,3.09776,1.58,0,0,0
27727,3.91143,2.04,0.115042,2.10931,0.406759,227,48.7624,-16.76707268,145.9986572,-5.417006969,2016,3,0.666611,2,nan,14,43.854,0.806,20143,Great Barrier Reef,4.5065,1.58,0,0,0
27728,4.34858,2.09,0.0805292,2.15621,0.412971,231,50.2986,-16.69470215,146.0547791,-4.335940123,2016,3,0.666611,2,nan,24,37.958,0.53,20143,Great Barrier Reef,4.55823,1.58,0,0,0
27731,11.9557,2.1,0.140656,2.30586,0.46597,226,46.0068,-12.77997589,143.4127655,-1.381896615,2016,3,0.999832,3,2.07458,2,43.468,0.548,20142,Great Barrier Reef,1.01941,1.58,0,0,1
27732,10.6272,1.97,0.125025,2.16379,0.459909,226,45.7221,-12.77821445,143.466217,-0.88914907,2016,3,0.999832,3,6.91761,7,44.036,0.548,20142,Great Barrier Reef,1.01941,1.58,0,0,1
27734,10.0229,1.92,0.11932,2.07621,0.449969,230,46.3517,-12.92143154,143.5172577,-4.831129551,2016,3,0.999832,3,6.4481,2,44.11,0.886,20142,Great Barrier Reef,1.10914,1.58,0,0,1
27737,7.12571,1.64,0.085852,2.03387,0.47876,215,45.9502,-13.04178429,143.626236,-4.420506477,2016,3,0.999832,3,nan,12,44.81,0.77,20142,Great Barrier Reef,1.16951,1.58,0,0,1
27738,7.24715,1.64,0.0852606,2.07903,0.475976,213,45.5148,-13.11120987,143.6578674,-10.08710289,2016,3,0.999832,3,nan,12,44.75,0.826,20142,Great Barrier Reef,1.16951,1.58,0,0,1
27739,7.51858,1.66,0.0884538,2.21452,0.524332,212,45.9944,-13.27611446,143.6935577,-2.121017933,2016,3,0.999832,3,nan,15,43.612,0.728,20142,Great Barrier Reef,1.18094,1.58,0,0,1
27740,7.35143,1.66,0.0864874,2.17677,0.5098,214,46.5249,-13.20453548,143.6945343,-11.97596836,2016,3,0.999832,3,nan,14,45.028,0.786,20142,Great Barrier Reef,1.16951,1.58,0,0,1
27741,7.31572,1.67,0.117995,2.06129,0.504154,216,47.0181,-13.07054424,143.6971741,-15.58945084,2016,3,0.999832,3,nan,18,44.534,0.76,20142,Great Barrier Reef,1.16951,1.58,0,0,1
27743,7.98714,1.68,0.0939664,2.21226,0.530463,216,46.3275,-13.32792473,143.7243958,-14.02908325,2016,3,0.999832,3,nan,17,42.87,0.77,20142,Great Barrier Reef,1.18094,1.58,0,0,1
27744,7.73143,1.86,0.1247,2.18414,0.561373,214,46.0862,-13.48629475,143.7385559,-0.88914907,2016,3,0.999832,3,nan,16,40.794,1.396,20142,Great Barrier Reef,1.34268,1.58,0,0,1
27745,7.60429,1.7,0.0894622,2.24677,0.543328,222,47.9806,-13.23858547,143.7394562,-4.995378494,2016,3,0.999832,3,nan,19,43.75,0.998,20142,Great Barrier Reef,1.18094,1.58,0,0,1
27746,8.03715,1.77,0.129631,2.20484,0.551069,220,47.1305,-13.41682148,143.7506561,-1.956768751,2016,3,0.999832,3,nan,18,42.896,0.968,20142,Great Barrier Reef,1.47545,1.58,0,0,1
27747,8.68715,1.78,0.140115,2.22452,0.566744,226,48.1245,-13.33258152,143.7807159,-5.159627914,2016,3,0.999832,3,nan,23,42.582,0.982,20142,Great Barrier Reef,1.47545,1.58,0,0,1
27748,8.01286,1.82,0.12924,2.16484,0.570294,221,47.2163,-13.460536,143.805954,-1.87464416,2016,3,0.999832,3,nan,23,41.634,0.874,20142,Great Barrier Reef,1.47545,1.58,0,0,1
